word,synonyms
Kála,"['0801', 'Péter', 'Fodor', 'Kökény', 'Pető', 'Gusztáv', 'Zsófia', 'Boglár', 'Kleopátra', 'Médea', 'Remény', 'Pálma', 'Ete', 'Majoranna', 'Nimród', 'Ménrót', 'Zsófi', 'Kála', 'Alfonz', 'Orchidea', 'Magnólia', 'Tulipán', 'Boglárka', 'Pénelopé']"
*,"['', 'jel', 'hivatkozás', 'csillag']"
+,"['+', 'plusz', 'összeadásjel', 'pluszjel']"
",","[',', 'vessző']"
Melódia,"['0529', 'Mária', 'Káin', 'Maxim', 'Kán', 'Magdaléna', 'Kunó', 'Melódia', 'Magdolna', 'Kund']"
-,"['', 'mínusz', 'jel', 'kötőjel', 'diviz', 'elválasztójel', 'kiskötőjel']"
fél,"['½', 'fél', 'jel', 'tört', '2', 'egyketted']"
.,"['', 'pont']"
/,"['/', 'perjel']"
1,"['¹', 'jel', 'hivatkozás', '1', 'első hatvány']"
2,"['½', 'fél', 'jel', 'tört', '2', 'egyketted']"
3,['2']
4,"['9', 'ZSVK']"
9,"['=', 'egyenlő', 'egyenlőségjel']"
:,"[':', 'kettőspont']"
;,"[';', 'vessző', 'pontosvessző']"
<,"['<', 'kisebb', 'kisebb jel']"
=,"['=', 'egyenlő', 'egyenlőségjel']"
>,"['>', 'nagyobb', 'nagyobb jel']"
?,"['', 'kérdőjel']"
@,"['@', 'at', 'at jel', 'kukacjel', 'kukac']"
Laborc,"['0930', 'Viktor', 'Szófia', 'Zsófia', 'Örs', 'Felícia', 'Médea', 'Jeromos', 'Zsófi', 'Becse', 'Laborc', 'Hunor', 'Szofi']"
folyamatban lévő,"['készülő', 'folyamatban lévő', 'alakuló', 'végrehajtás alatt álló', 'fejlesztés alatt álló']"
megtalálható,"['lévő', 'álló', 'szereplő', 'található', 'levő', 'megtalálható', 'elhelyezkedő']"
Radvány,"['1107', 'Ernő', 'Rudolf', 'Lázár', 'Rezső', 'Raul', 'Radvány', 'Rados', 'Karin', 'Ralf', 'Engelbert', 'Karina', 'Rolf', 'Karen', 'Erneszt', 'Csenger', 'Florentin']"
Vida,"['0615', 'Ábrahám', 'Bod', 'Jolán', 'Szenta', 'Zoé', 'Zója', 'Vitus', 'Violetta', 'Bernárd', 'Izolda', 'Bernát', 'Gibárt', 'Vid', 'Via', 'Vidos', 'Vida', 'Ibrahim', 'Jolánta', 'Viola']"
[,"['[', 'zárójel', 'szögletes zárójel']"
Illés,"['0720', 'Margit', 'Illés', 'Margaréta', 'Éliás', 'Jeromos', 'Margarita', 'Aurél', 'Elton', 'Eliot']"
első,"['első', 'eredeti', 'ősi']"
],"[']', 'zárójel', 'szögletes zárójel']"
piac,"['piac', 'kereslet', 'kínálat', 'kereskedelem', 'vásár', 'áruforgalom']"
komoly,"['jelentős', 'nagy', 'fontos', 'komoly', 'meghatározó', 'számottevő', 'lényeges', 'nem elhanyagolható', 'nem csekély', 'jelentékeny']"
termesztő,"['termelő', 'termesztő', 'földműves', 'paraszt', 'őstermelő']"
s,"['és', 'meg', 'pedig', 'de', 's', 'illetve', 'valamint', 'továbbá', 'egyúttal', 'plusz', 'aztán', 'mégpedig', 'ezzel együtt']"
Boáz,"['0522', 'Román', 'Júlia', 'Rita', 'Emil', 'Renáta', 'Julianna', 'Ugocsa', 'Juliánusz', 'Boáz', 'Julián', 'Ugron']"
alakuló,"['készülő', 'folyamatban lévő', 'alakuló', 'végrehajtás alatt álló', 'fejlesztés alatt álló']"
Jácint,"['0911', 'Emil', 'Igor', 'Teodóra', 'Félix', 'Milán', 'Jácint', 'Milton']"
{,"['{', 'zárójel', 'kapcsos zárójel']"
Valentina,"['0725', 'Jakab', 'Kristóf', 'Talbot', 'Valencia', 'Talabér', 'Tomor', 'Valentin', 'Jákó', 'Talabor', 'Jakus', 'Szindbád', 'Timur', 'Valentina', 'Jákob']"
},"['}', 'zárójel', 'kapcsos zárójel']"
~,"['~', 'tilde', 'hullámvonal']"
molett,"['kövér', 'hízott', 'nagy darab', 'elhízott', 'hájas', 'dagadt', 'testes', 'molett']"
egész évi,"['éves', 'évi', 'esztendős', 'egész évi', 'tizenkét hónapos']"
Levente,"['1112', 'Martin', 'Márton', 'Krisztián', 'Hamilton', 'Levente', 'Aba', 'Emil', 'Tihamér', 'Líviusz', 'Renáta', 'Martos', 'Keresztély', 'Asztrik', 'Bacsó', 'Jozafát', 'Szilvánusz', 'Renátó', 'René', 'Bács', 'Hümér', 'Jónás', 'Keresztes']"
umlautos a,"['ä', 'jel', 'umlaut', 'Ä', 'umlautos a']"
méltó,"['illő', 'való', 'jó', 'méltó', 'helyes']"
Metód,"['0918', 'József', 'Richárd', 'Főbe', 'Timur', 'Diána', 'Metód']"
Gergely,"['1117', 'György', 'Gergely', 'Ildikó', 'Viktória', 'Gerő', 'Hilda', 'Viki', 'Hortenzia', 'Zágon', 'Ede', 'Gertrúd', 'Gergő', 'Zakeus', 'Dienes', 'Szalóme', 'Györke', 'Györe', 'Ében']"
Juliánusz,"['0522', 'Román', 'Júlia', 'Rita', 'Emil', 'Renáta', 'Julianna', 'Ugocsa', 'Juliánusz', 'Boáz', 'Julián', 'Ugron']"
Gyopár,"['1206', 'Miklós', 'Mike', 'Kolta', 'Miksa', 'Mikó', 'Nikol', 'Csinszka', 'Misa', 'Nikoletta', 'Nikolett', 'Gyopár']"
Edömér,"['0224', 'János', 'Mátyás', 'Jávorka', 'Janek', 'Hédi', 'Hedda', 'Jázmin', 'Hedvig', 'Edömér', 'Etel']"
Márton,"['1112', 'Martin', 'Márton', 'Krisztián', 'Hamilton', 'Levente', 'Aba', 'Emil', 'Tihamér', 'Líviusz', 'Renáta', 'Martos', 'Keresztély', 'Asztrik', 'Bacsó', 'Jozafát', 'Szilvánusz', 'Renátó', 'René', 'Bács', 'Hümér', 'Jónás', 'Keresztes']"
Kenese,"['1213', 'Edda', 'Luca', 'Kenese', 'Oresztész', 'Elza', 'Lúcia', 'Otília', 'Via', 'Tilia']"
nemzetközi,"['nemzetközi', 'államközi', 'internacionális']"
théta,"['θ', 'görög betű gyűjtőfogalom', 'Θ nagybetű', 'théta']"
amerikai egyesült államokbeli,"['amerikai', 'USAbeli', 'amerikai egyesült államokbeli']"
Rózsa,"['0904', 'Rózsa', 'Ida', 'Rózsi', 'Ruszalka', 'Róza', 'Móric', 'Mór', 'Rozália', 'Muriel', 'Rozi', 'Mózes']"
Domokos,"['1014', 'Ilona', 'Domokos', 'Domonkos', 'Dominik', 'Lívia', 'Beatrix', 'Buzád', 'Trixi', 'Hella', 'Ilma', 'Alán']"
picike,"['pici', 'kis', 'kevés', 'apró', 'kicsiny', 'kicsinyke', 'csöppnyi', 'aprócska', 'picike']"
Rózsi,"['0904', 'Rózsa', 'Ida', 'Rózsi', 'Ruszalka', 'Róza', 'Móric', 'Mór', 'Rozália', 'Muriel', 'Rozi', 'Mózes']"
Nesztor,"['0908', 'Mária', 'Adria', 'Adrianna', 'Néró', 'Adorján', 'Csobán', 'Adrienn', 'Alán', 'Adrián', 'Nesztor', 'Szergiusz', 'Irma']"
Aurea,"['0719', 'Arany', 'Vince', 'Aranka', 'Aurea', 'Emília', 'Varsány', 'Rubin', 'Golda', 'Alfréd', 'Ambrus', 'Aurélia', 'Arzén', 'Aura', 'Gyémánt', 'Stella']"
Lilla,"['0711', 'Benedek', 'Bence', 'Bene', 'Nóra', 'Szende', 'Bende', 'Nelli', 'Helga', 'Olga', 'Ulrik', 'Lili', 'Ráhel', 'Félix', 'Olivér', 'Lilian', 'Eleonóra', 'Placid', 'Ráchel', 'Helka', 'Lilla', 'Rákhel', 'Piusz']"
márka,"['®', 'márka', 'jel', 'jogvédett', 'védett márka', 'védettmárkajel']"
azaz,"['azaz', 'vagyis', 'tulajdonképpen', 'avagy', 'másként', 'pontosabban', 'szóval', 'helyesebben', 'jobban mondva', 'más szóval', 'arról van szó']"
tisztességesen,"['meglehetősen', 'jól', 'nagyon', 'jócskán', 'alaposan', 'bőven', 'eléggé', 'felettébb', 'tisztességesen', 'rendesen', 'derekasan']"
Petrina,"['1002', 'Tamás', 'Örs', 'Tomaj', 'Petra', 'Berengár', 'Petrina']"
Janina,"['0530', 'Dezső', 'Nándor', 'Ditta', 'Hanna', 'Félix', 'Janka', 'Jamina', 'Zsanett', 'Vazul', 'Janina', 'Vázsony', 'Ferdinánd', 'Fernandó', 'Johanna', 'Jana']"
nem áll fenn,"['nincs', 'hiányzik', 'nem létezik', 'nem áll fenn', 'nem áll rendelkezésre']"
Ince,"['1228', 'Gáspár', 'Kamilla', 'Ince', 'Apród', 'Ármin', 'Tódor', 'Teodor', 'Gazsó', 'Apor']"
már,"['már', 'egy ideje']"
lenne,"['volna', 'lenne']"
más,"['további', 'más', 'egyéb', 'többi']"
Demeter,"['1026', 'Demeter', 'Deme', 'Albin', 'Örsi', 'Armand', 'Dömötör', 'Amanda']"
Bereniké,"['0709', 'Margit', 'Marina', 'Nóra', 'Leonóra', 'Vera', 'Félix', 'Hajna', 'Bereniké', 'Veronika', 'Koppány', 'Eleonóra', 'Fausztina', 'Lukrécia', 'Veronka', 'Verona', 'Veron', 'Detre']"
majdani,"['következő', 'új', 'jövő', 'utóbbi', 'másik', 'majdani', 'alábbi', 'azt követő']"
hullámvonal,"['~', 'tilde', 'hullámvonal']"
Engelbert,"['1107', 'Ernő', 'Rudolf', 'Lázár', 'Rezső', 'Raul', 'Radvány', 'Rados', 'Karin', 'Ralf', 'Engelbert', 'Karina', 'Rolf', 'Karen', 'Erneszt', 'Csenger', 'Florentin']"
félidézőjel,"['’', 'idézőjel', 'félidézőjel', 'aposztróf']"
Denton,"['0927', 'Károly', 'Kósa', 'Kozma', 'Vince', 'Adalbert', 'Demjén', 'Karola', 'Damján', 'Denton', 'Demény', 'Döme', 'Karel', 'Dömös', 'Florentin']"
Nyék,"['0526', 'Fülöp', 'Aladár', 'Evelin', 'Szemere', 'Elektra', 'Gyöngyvér', 'Nyék', 'Godó', 'Filip', 'Berengár']"
08-01,['1']
08-02,['1']
asszony,"['nő', 'ember', 'asszony', 'lány', 'leány', 'kislány', 'kisasszony']"
08-03,['1']
08-04,['1']
08-05,['6']
08-06,"['0215', 'György', 'Georgina', 'Kolozs', 'Györgyike', 'Gina', 'Kenese', 'Györgyi', 'Alfréd', 'Györke', 'Fausztina', 'Szigfrid', 'Györe', 'Kolos', 'Jordán']"
Biri,"['1204', 'Péter', 'Pető', 'Barbara', 'Borbála', 'Biri', 'Bóra', 'Ciklámen', 'Bonnie', 'Boris', 'Ada', 'Reginald', 'Hágár', 'Bori', 'Bora', 'Móric', 'Mór', 'Boriska', 'Borka', 'Boróka']"
08-07,"['1108', 'Kolozs', 'Karád', 'Kál', 'Bagamér', 'Kara', 'Zsombor', 'Kolos', 'Hódos']"
Kolos,"['1108', 'Kolozs', 'Karád', 'Kál', 'Bagamér', 'Kara', 'Zsombor', 'Kolos', 'Hódos']"
elmúlt nap,"['tegnap', 'előző nap', 'múltkor', 'elmúlt nap']"
08-08,['4']
így,"['például', 'így', 'többek között', 'mint például', 'egyebek között', 'így például', 'egyebek közt', 'többek közt', 'pl']"
08-09,"['pici', 'kis', 'kevés', 'apró', 'kicsiny', 'kicsinyke', 'csöppnyi', 'aprócska', 'picike']"
Domán,"['1227', 'János', 'Lázár', 'Domán', 'Teodor']"
pici,"['pici', 'kis', 'kevés', 'apró', 'kicsiny', 'kicsinyke', 'csöppnyi', 'aprócska', 'picike']"
Baracs,"['0329', 'Bercel', 'Auguszta', 'Gerle', 'Kirill', 'Lestár', 'Jónás', 'Cirill', 'Bertold', 'Baracs']"
sőt,"['akár', 'még', 'sőt', 'ráadásul', 'amellett', 'mi több', 'azonfelül', 'azonkívül']"
Martin,"['1112', 'Martin', 'Márton', 'Krisztián', 'Hamilton', 'Levente', 'Aba', 'Emil', 'Tihamér', 'Líviusz', 'Renáta', 'Martos', 'Keresztély', 'Asztrik', 'Bacsó', 'Jozafát', 'Szilvánusz', 'Renátó', 'René', 'Bács', 'Hümér', 'Jónás', 'Keresztes']"
Keve,"['0629', 'Péter', 'Orbán', 'Pál', 'Judit', 'Pető', 'Aladár', 'Keve', 'Ditta', 'Beáta', 'Ulászló', 'Emmi', 'Emma', 'Petra', 'Szalóme', 'Pósa', 'Pável', 'Aliz', 'Petrina', 'Keszi', 'Alicia']"
Aggeus,"['1216', 'Tihamér', 'Alba', 'Özséb', 'Beáta', 'Aletta', 'Eta', 'Hófehérke', 'Aggeus', 'Etelka', 'Heidi']"
Szíriusz,"['0122', 'Vince', 'Artemisz', 'Szíriusz', 'Dormán', 'Surd', 'Cintia', 'Artúr', 'Szirén', 'Citta', 'Surány']"
aktuális,"['időszerű', 'új', 'aktuális']"
közben,"['alatt', 'során', 'közben', 'folyamán']"
nem nélkülözhető,"['kell', 'szükséges', 'nélkülözhetetlen', 'muszáj', 'szükség van rá', 'nem nélkülözhető', 'nem pótolható', 'pótolhatatlan']"
kabinet,"['kormány', 'kormányzat', 'kabinet', 'minisztertanács']"
befejezésekor,"['végén', 'után', 'befejezésekor', 'vége fele']"
Márkó,"['0618', 'Markó', 'Levente', 'Arnold', 'Márk', 'Efraim', 'Levendula', 'Arnót', 'Eliz', 'Márkus', 'Sudár', 'Levedi', 'Eufémia', 'Márkó']"
bizonyos,"['adott', 'jelenlegi', 'egyes', 'bizonyos', 'ismert', 'konkrét', 'meghatározott', 'szóban forgó']"
azért,"['azért', 'következtében', 'amiatt']"
08-10,"['0814', 'Bere', 'Atanáz', 'Marcell', 'Özséb', 'Menyhért', 'Menta', 'Marsall', 'Misa', 'Mikeás']"
08-11,"['0812', 'Klára', 'Sugár', 'Hilda', 'Klarissza', 'Letícia', 'Dina']"
Marcell,"['0814', 'Bere', 'Atanáz', 'Marcell', 'Özséb', 'Menyhért', 'Menta', 'Marsall', 'Misa', 'Mikeás']"
08-12,['1']
08-13,['1']
08-14,['1']
08-15,['1']
08-16,['3']
08-17,"['sok', 'számos', 'több száz', 'rengeteg', 'tucatnyi', 'milliónyi', 'sok ezer', 'ezernyi']"
08-18,['1']
08-19,['1']
számos,"['különböző', 'számos', 'különféle', 'sokféle']"
gamma,"['γ', 'görög betű gyűjtőfogalom', 'Γ nagybetű', 'gamma']"
Π,"['π', 'görög betű gyűjtőfogalom', 'Π nagybetű', 'pi']"
Janek,"['0224', 'János', 'Mátyás', 'Jávorka', 'Janek', 'Hédi', 'Hedda', 'Jázmin', 'Hedvig', 'Edömér', 'Etel']"
korábbi,"['elmúlt', 'korábbi', 'eltelt']"
nemileg érett,"['kifejlett', 'nagy', 'imágó', 'szaporodóképes', 'nemileg érett', 'ivarérett']"
Bence,"['0823', 'Farkas', 'Fülöp', 'Rózsa', 'Bence', 'Minerva', 'Zágon', 'Rózsi', 'Zsadány', 'Zakeus', 'Kurd', 'Szidónia', 'Fajsz', 'Zdenka', 'Filip', 'Szidi']"
Piroska,"['0118', 'Pál', 'Margit', 'Színes', 'Piros', 'Gyöngy', 'Piroska', 'Palmer', 'Özséb', 'Beatrix', 'Piri', 'Margó', 'Trixi', 'Pirit', 'Pósa', 'Fausztina', 'Pável', 'Margitta', 'Margita']"
számítás szerint,"['várhatóan', 'valószínűleg', 'előreláthatólag', 'remélhetőleg', 'valószínűsíthetően', 'számítás szerint', 'várhatólag']"
Kont,"['1017', 'Margit', 'Rudolf', 'Salamon', 'Rezső', 'Salvador', 'Hédi', 'Ignác', 'Leó', 'Kont', 'Rolf', 'Alajos', 'Lionel', 'Zolna', 'Hedvig', 'Margitta', 'Leon', 'Margita', 'Mályva']"
ezernyi,"['sok', 'számos', 'több száz', 'rengeteg', 'tucatnyi', 'milliónyi', 'sok ezer', 'ezernyi']"
Borbolya,"['0311', 'Szilárd', 'Aladár', 'Teréz', 'Borostyán', 'Konstantin', 'Ulrik', 'Teréza', 'Tereza', 'Riza', 'Kadosa', 'Bors', 'Bendegúz', 'Terka', 'Terézia', 'Teri', 'Tera', 'Kadocsa', 'Tímea', 'Borbolya', 'Borsa']"
elsődlegesen,"['elsősorban', 'inkább', 'különösen', 'leginkább', 'főként', 'főleg', 'elsődlegesen', 'főképp', 'különösképpen', 'kiváltképpen', 'kiváltképp', 'különösképp']"
Arisztid,"['0831', 'Erika', 'Ramóna', 'Hanga', 'Amina', 'Arisztid', 'Móna', 'Aida', 'Bella', 'Rajmund', 'Izabella']"
remek,"['kiváló', 'jó', 'kiemelkedő', 'kitűnő', 'remek', 'tökéletes', 'hibátlan', 'kifogástalan']"
a későbbiekben,"['majd', 'később', 'egyszer', 'azt követően', 'aztán', 'a későbbiekben', 'a továbbiakban', 'majdan', 'egy idő után']"
Eliot,"['0820', 'István', 'Samu', 'Sámuel', 'Éliás', 'Vajk', 'Bernárd', 'Ozmin', 'Stefán', 'Stefánia', 'Elton', 'Bernát', 'Stefi', 'Eliot']"
szívesebben,"['inkább', 'jobban', 'szívesebben']"
Krizosztom,"['0923', 'Ildikó', 'Ilona', 'Líviusz', 'Ila', 'Ilus', 'Krizosztom', 'Tekla', 'Ilonka', 'Lina']"
Szidónia,"['0823', 'Farkas', 'Fülöp', 'Rózsa', 'Bence', 'Minerva', 'Zágon', 'Rózsi', 'Zsadány', 'Zakeus', 'Kurd', 'Szidónia', 'Fajsz', 'Zdenka', 'Filip', 'Szidi']"
Adalbert,"['0927', 'Károly', 'Kósa', 'Kozma', 'Vince', 'Adalbert', 'Demjén', 'Karola', 'Damján', 'Denton', 'Demény', 'Döme', 'Karel', 'Dömös', 'Florentin']"
08-20,['1']
08-21,['1']
08-22,['1']
08-23,['1']
08-24,['1']
08-25,['1']
08-26,['1']
USA-beli,"['amerikai', 'USAbeli', 'amerikai egyesült államokbeli']"
08-27,['3']
Ramón,"['0704', 'Erzsébet', 'Illés', 'Bettina', 'Berta', 'Ulrik', 'Karitász', 'Ince', 'Ramón', 'Ulla', 'Babett', 'Aggeus', 'Betti', 'Ódor', 'Odiló', 'Rajmund', 'Odó', 'Babetta']"
08-28,['1']
08-29,['1']
Paula,"['0611', 'Barnabás', 'Barna', 'Eta', 'Paula', 'Paulin', 'Etelka', 'Balló', 'Tulipán', 'Barabás']"
polgári,"['civil', 'polgári', 'nem állami', 'nem kormányzati']"
megelőző,"['korábbi', 'előző', 'eddigi', 'előzetes', 'régi', 'megelőző', 'régebbi']"
Magdolna,"['0722', 'Mária', 'Magda', 'Magdó', 'Levendula', 'Médi', 'Magdaléna', 'Lipót', 'Léna', 'Marica', 'Platon', 'Lenke', 'Magdolna']"
Pelbárt,"['0928', 'Salamon', 'Tárkány', 'Salvador', 'Pelbárt', 'Bernárd', 'Vencel', 'Bernát', 'Jusztina', 'Szelim']"
Amália,"['1130', 'András', 'Endre', 'André', 'Amália', 'Amál', 'Bandó', 'Dormán', 'Tarján']"
Bende,"['0711', 'Benedek', 'Bence', 'Bene', 'Nóra', 'Szende', 'Bende', 'Nelli', 'Helga', 'Olga', 'Ulrik', 'Lili', 'Ráhel', 'Félix', 'Olivér', 'Lilian', 'Eleonóra', 'Placid', 'Ráchel', 'Helka', 'Lilla', 'Rákhel', 'Piusz']"
a mai nap során,"['ma', 'most', 'e napon', 'a mai nap során', 'a mai nap folyamán', 'a mai nap']"
12-01,['1']
12-02,['1']
12-03,['1']
terjedelmes,"['nagy', 'nagyobb', 'hatalmas', 'óriási', 'nagyméretű', 'terjedelmes', 'kolosszális']"
12-04,['1']
12-05,['25']
Omár,"['0909', 'Péter', 'Ádám', 'Pető', 'Omár', 'Gara', 'Orgona', 'Szergiusz']"
12-06,"['δ', 'görög betű gyűjtőfogalom', 'Δ nagybetű', 'delta']"
12-07,"['ζ', 'görög betű gyűjtőfogalom', 'Ζ nagybetű', 'zéta']"
12-08,"['θ', 'görög betű gyűjtőfogalom', 'Θ nagybetű', 'théta']"
12-09,"['κ', 'görög betű gyűjtőfogalom', 'Κ nagybetű', 'kappa']"
görög betű,"['ω', 'görög betű gyűjtőfogalom', 'Ω nagybetű', 'ómega']"
népköztársaság,"['ország', 'demokrácia', 'köztársaság', 'rezsim', 'önkényuralom', 'monarchia', 'királyság', 'népköztársaság']"
valószínűsíthetően,"['várhatóan', 'valószínűleg', 'előreláthatólag', 'remélhetőleg', 'valószínűsíthetően', 'számítás szerint', 'várhatólag']"
remélhetőleg,"['várhatóan', 'valószínűleg', 'előreláthatólag', 'remélhetőleg', 'valószínűsíthetően', 'számítás szerint', 'várhatólag']"
Táltos,"['0105', 'Árpád', 'Simon', 'Gáspár', 'Deli', 'Dalton', 'Emília', 'Ede', 'Edvárd', 'Ellák', 'Dalia', 'Eduárd', 'Gazsó', 'Simeon', 'Sion', 'Ében', 'Táltos']"
Matilda,"['0531', 'Mária', 'Angyal', 'Marietta', 'Villő', 'Matild', 'Petres', 'Angéla', 'Zengő', 'Tilda', 'Angyalka', 'Matilda', 'Tilia', 'Petronella']"
Frank,"['1004', 'Ferenc', 'Fodor', 'Frank', 'Arany', 'Hajnal', 'Aranka', 'Bodor', 'Auróra', 'Zóra', 'Hajnalka', 'Ámon', 'Golda', 'Latinka', 'Aurélia', 'Zorka', 'Gyémánt', 'Edvin']"
08-30,['4']
oly módon,"['úgy', 'oly módon', 'akként', 'annak megfelelően', 'aszerint']"
08-31,"['0923', 'Ildikó', 'Ilona', 'Líviusz', 'Ila', 'Ilus', 'Krizosztom', 'Tekla', 'Ilonka', 'Lina']"
Száva,"['0412', 'Csaba', 'Gyula', 'Szilárd', 'Konstantin', 'Csanád', 'Némó', 'Száva', 'Zénó', 'Sába', 'Szépe', 'Sebő']"
Ilonka,"['0923', 'Ildikó', 'Ilona', 'Líviusz', 'Ila', 'Ilus', 'Krizosztom', 'Tekla', 'Ilonka', 'Lina']"
Emőke,"['1208', 'Mária', 'Mátyás', 'Emő', 'Buzád', 'Emőke']"
Anettka,"['0726', 'Anna', 'Anikó', 'Anita', 'Tádé', 'Joakim', 'Nina', 'Anni', 'Panni', 'Panna', 'Anettka', 'Anett', 'Anka', 'Panka', 'Joachim']"
használatlan,"['érintetlen', 'új', 'szűz', 'felbontatlan', 'bontatlan', 'használatlan']"
Merse,"['0822', 'János', 'Mária', 'Boglár', 'Mirjam', 'Merse', 'Zombor', 'Menyhért', 'Timóteus', 'Zakeus', 'Szigfrid', 'Timót']"
Boroszló,"['1214', 'Szilárd', 'Kurt', 'Boroszló', 'Konrád', 'Boleszláv', 'Bertold']"
hajdani,"['régi', 'egykori', 'hajdani', 'ősi', 'kezdetleges', 'ósdi']"
gazdasági,"['piaci', 'gazdasági', 'kereskedelmi']"
Zajzon,"['1218', 'Mária', 'Dezső', 'Harmat', 'Zajzon', 'Dés', 'Auguszta', 'Karácson', 'Töhötöm']"
aszerint,"['úgy', 'oly módon', 'akként', 'annak megfelelően', 'aszerint']"
Tamás,"['1229', 'Tamás', 'Dávid', 'Gáspár', 'Dózsa', 'Dakó', 'Bekő', 'Tamara', 'Jonatán', 'Bökény', 'Gazsó']"
Bulcsú,"['1212', 'Gabriella', 'Csepel', 'Johanna', 'Bulcsú']"
épp hogy,"['éppen', 'alig', 'épp', 'éppen hogy', 'éppenséggel', 'épp hogy']"
kicsi,"['kis', 'kisebb', 'minimális', 'csekély', 'kicsi', 'apró']"
USA-dollár,"['dollár', 'zöldhasú', 'USD', 'amerikai dollár', '$', 'USAdollár']"
Inge,"['1022', 'Mária', 'Előd', 'Korinna', 'Szalóme', 'Koren', 'Inge', 'Ingeborg', 'Várkony']"
12-10,"['1214', 'Szilárd', 'Kurt', 'Boroszló', 'Konrád', 'Boleszláv', 'Bertold']"
12-11,"['1215', 'Mária', 'Dezső', 'Valér', 'Detre']"
Hortenzia,"['1117', 'György', 'Gergely', 'Ildikó', 'Viktória', 'Gerő', 'Hilda', 'Viki', 'Hortenzia', 'Zágon', 'Ede', 'Gertrúd', 'Gergő', 'Zakeus', 'Dienes', 'Szalóme', 'Györke', 'Györe', 'Ében']"
12-12,['1']
12-13,['1']
12-14,['1']
12-15,['4']
12-16,"['0202', 'Mária', 'Mirjam', 'Karolina', 'Mimi', 'Marinka', 'Milli', 'Marion', 'Bodó', 'Mariska', 'Aida', 'Mari', 'Brúnó', 'Miriam', 'Johanna', 'Apor', 'Manyi']"
