word,synonyms
verigășos,"['infam', 'josnic', 'mișel', 'mișelesc', 'mizerabil', 'mârșav', 'nedemn', 'nelegiuit', 'nemernic', 'netrebnic', 'rușinos', 'scelerat', 'ticălos']"
verigă,"['inel', 'lanț', 'verighetă']"
verigășie,"['abjecție', 'codoșie', 'codoșlâc', 'fărădelege', 'infamie', 'josnicie', 'mișelie', 'mârșăvie', 'nelegiuire', 'nemernicie', 'netrebnicie', 'proxenetism', 'ticăloșie']"
verigă,"['za', 'toartă', 'belciug']"
verigaș,"['codoș', 'mijlocitor', 'proxenet']"
vergar,"['arțar tătăresc', 'gladiș', 'salbămoale']"
verigaș,"['infam', 'josnic', 'mișel', 'mișelesc', 'mizerabil', 'mârșav', 'nedemn', 'nelegiuit', 'nemernic', 'netrebnic', 'rușinos', 'scelerat', 'ticălos']"
verificăciune,"['încercare', 'probare', 'probă', 'verificare']"
verigar,"['părulciutei', 'salbămoale', 'reg crasici', 'crușin', 'gladiș', 'pațachină', 'porumbel', 'vonicer', 'lemncâinesc', 'lemnrâios', 'lemnulcâinelui', 'poamacâinelui', 'spinalb', 'spinelecerbului']"
verificație,"['încercare', 'probare', 'probă', 'verificare']"
verificat,"['încercat', 'probat', 'înv probăluit', 'prubuit', 'controlat', 'revizuit', 'revizuit', 'dovedit']"
verificare,"['încercare', 'probare', 'probă', 'pop cercare', 'înv verificație', 'verificăciune', 'controlare', 'revizuire', 'probă', 'cercetare', 'control', 'revizie', 'revizuire', 'înv teorie', 'teorisire', 'control']"
vergură,"['fată', 'fecioară', 'virgină']"
vergurăînvălită,['chicavoinicului']
vergurie,"['candoare', 'castitate', 'feciorie', 'inocență', 'neprihănire', 'nevinovăție', 'pudicitate', 'pudoare', 'virginitate']"
veric,"['văr', 'verișor']"
vericare,"['cine', 'fiecare', 'fiecine', 'oricare', 'oricine', 'orișicare', 'orișicine']"
verice,"['ce', 'orice', 'orișice']"
vericea,"['vară', 'verișoara']"
vericică,"['vară', 'verișoară']"
vericine,"['cine', 'fiecare', 'fiecine', 'oricare', 'oricine', 'orișicare', 'orișicine']"
vericând,"['oricând', 'orișicând', 'totdeauna']"
veridic,['adevărat']
veridicitate,['adevăr']
verifica,"['a încerea', 'a proba', 'pop a cerca', 'înv și reg a probălui', 'înv a probăi', 'a probui', 'a cerceta', 'a controla', 'a inspecta', 'a revedea', 'a revizui', 'înv a revedui', 'grecism înv a teorisi']"
verificabil,['controlabil']
vergelușă,['vergeluță']
vergeluță,['vergelușă']
verghină,['țambal']
vergur,"['candid', 'cast', 'feciorelnic', 'fecioresc', 'inocent', 'neprihănit', 'nevinovat', 'pudic', 'virgin', 'virginal']"
vergela,"['ciondăni', 'ciorovăi']"
vergea,"['sucitor', 'arbiu', 'vargă', 'fuscel', 'buhai']"
verenoșa,"['învenina', 'otrăvi']"
veresie,"['credit', 'datorie']"
verdunc,['verzui']
verdură,"['verde', 'verdeață']"
verdos,['verzui']
verdună,['verzitură']
verdoi,"['florean', 'florinte']"
verdețuri,['zarzavat']
verdict,"['sentință', 'apreciere']"
verdoaică,"['ciocănitoare', 'ghionoaie']"
verdete,"['boiștean', 'par', 'parmac', 'retevei', 'scurtătură']"
verdet,"['florean', 'florinte']"
verdeș,"['decedare', 'deces', 'dispariție', 'moarte', 'pieire', 'prăpădire', 'răposare', 'sfârșit', 'stingere', 'sucombare']"
verdeațaiernii,"['brăbănoc', 'merișor', 'perișor']"
verdeață,"['verde', 'franțuzism verdură', 'vegetație']"
verde,"['deschis', 'direct', 'fățiș', 'franc', 'sincer']"
verbozitate,"['verbalism', 'vorbărie']"
verbuncaș,"['derbedeu', 'golan', 'haimana', 'iscoadă', 'spion', 'vagabond']"
verc,"['fabrică', 'uzină']"
verdaică,"['ciocănitoare', 'ghionoaie']"
verde,"['proaspăt', 'puternic', 'robust', 'solid', 'tare', 'viguros', 'viu', 'vânjos', 'voinic', 'zdravăn']"
verbalism,"['vorbărie', 'franțuzism verbiaj', 'verbozitate']"
verbiaj,"['verbalism', 'vorbărie']"
verbină,"['urzicuță', 'franțuzism vervenă', 'sporiș', 'reg măturiță', 'spornic', 'veronică']"
verbcopulativ,['copulă']
verandă,['cerdac']
verb,"['cuvânt', 'glas', 'grai', 'gură', 'limbaj', 'termen', 'voce', 'vorbă']"
verbal,['oral']
veracitate,"['adevăr', 'realitate', 'veridicitate']"
venus,['']
ventuză,"['pop pahar', 'reg zbancă', 'zbanț']"
ventrilică,['iarbașarpelui']
ventru,['umflătură']
ventrilar,['velier']
ventrilică,"['ventricea', 'reg mătrice', 'strătorică', 'buruianădecelperit']"
ventral,['abdominal']
ventricea,['ventrilică']
ventricul,['înv talam']
ventil,"['supapă', 'pop răsuflătoare', 'registru']"
ventila,"['împrospăta', 'aerisi']"
ventilaj,['aerisire']
ventilare,"['împrospătare', 'aerisire']"
ventilație,['aerisire']
venitor,"['următor', 'viitor']"
venit,"['ajungere', 'sosire', 'sosit', 'venire', 'sosire', 'venire', 'reg venită']"
venită,"['sosire', 'venire', 'venit']"
venit,['sosit']
venin,"['bilă', 'fiere', 'otravă', 'puroi', 'răutate', 'toxicitate']"
venina,"['învenina', 'otrăvi']"
veninariță,"['avrămeasă', 'avrămească', 'reg cârstineasă', 'milostivă', 'potroacă', 'milaDomnului']"
veninos,"['dușmănos', 'ostil', 'răutăcios']"
venire,"['sosire', 'întoarcere', 'intrare', 'înfățișare', 'sosire', 'fig coborâre', 'sosire', 'dezlănțuire']"
veni,"['angaja', 'avea', 'băga', 'cadra', 'cădea', 'cântări', 'conveni', 'corespunde', 'costa', 'cuveni', 'decurge', 'face', 'fi', 'intra', 'încadra', 'înțelege', 'învoi', 'merge', 'potrivi', 'preface', 'proveni', 'reieși', 'reveni', 'rezulta', 'schimba', 'tocmi', 'transforma', 'urma', 'vârî']"
venetic,['venețian']
venețian,['înv venetic']
veni,"['ajunge', 'sosi', 'lua', 'apropia', 'întoarce', 'intra', 'înfățișa', 'pofti', 'năvăli', 'izvorî', 'face', 'situa', 'ai ajunge', 'reg ai bate', 'a ajunge', 'reg a scăpa', 'cuprinde', 'năzări', 'surveni', 'deriva', 'a i se potrivi', 'Transilv a i se vâji', 'potrivi', 'costa']"
venetic,"['străin', 'străin', 'prin Ban avenitură', 'înv curbet', 'venitură']"
venesecție,['flebotomie']
veneric,"['rar venerian', 'pop lumesc']"
venerație,['adorație']
venerian,['veneric']
venerat,"['preamărit', 'adorat']"
venera,"['glorifica', 'adora']"
venerabil,['onorabil']
venerare,['adorare']
venă,"['noroc', 'șansă']"
vendetă,"['răfuială', 'răzbunare']"
venă,"['vână', 'prin Mold sfârc', 'conductă']"
venalitate,"['coruptibilitate', 'corupție']"
venal,['coruptibil']
velter,['infirmier']
velteriță,"['infirmieră', 'soră']"
velur,['catifea']
vemelian,['ludian']
velniță,['cramă']
veloce,"['iute', 'sprinten', 'vioi']"
velocipedist,"['biciclist', 'ciclist', 'rutier']"
velocitate,"['iuțeală', 'rapiditate', 'repeziciune', 'viteză']"
velniș,['arțar']
velnițar,"['póvarnagiu', 'velnicer']"
velniță,['povarnă']
velnici,"['preface', 'schimba', 'transforma']"
velniș,"['ulm', 'vânj', 'pop vânj']"
velit,['magnat']
velnicer,"['povarnagiu', 'reg balgier', 'rachier', 'țuicar', 'velnițar', 'vinărsar', 'înv povârnar']"
velier,['corabie']
velință,"['covor', 'păretar', 'scoarță']"
velit,['mare']
veli,"['preface', 'schimba', 'transforma']"
velier,"['rar ventrilar', 'fig velă']"
veleitate,"['ambiție', 'pretenție', 'înv pretenderisire']"
veleitar,"['ambițios', 'pretențios']"
velă,['velier']
veleat,"['an', 'dată', 'termen', 'timp', 'vreme', 'zi']"
velă,"['pânză', 'înv vetrelă', 'vintrea']"
velar,['gutural']
vejie,['pănușă']
vel,['mare']
vejă,['cocean']
vehicula,"['difuza', 'duce', 'împrăștia', 'întinde', 'lăți', 'propaga', 'răspândi', 'transmite']"
vehter,"['gardian', 'paznic', 'păzitor']"
vehicul,['mijloc de transport']
vehement,"['viguros', 'violent', 'virulent']"
vehemență,"['violență', 'virulență', 'impetuozitate', 'înfocare', 'violență', 'tărie', 'vigoare']"
veghetor,"['pază', 'paznic', 'păzitor', 'strajă', 'strajer', 'supraveghetor']"
vegheată,"['delict', 'vină']"
veghere,"['atenție', 'băgare de seamă', 'circumspecție', 'grijă', 'luareaminte', 'nesomn', 'precauție', 'prevedere', 'prudență', 'trezie', 'veghe']"
veghetoare,['celar']
veghea,"['apăra', 'feri', 'ocroti', 'păzi', 'proteja', 'respecta', 'ține']"
vegheat,"['atent', 'circumspect', 'deștept', 'grijuliu', 'neadormit', 'precaut', 'prevăzător', 'prudent', 'treaz', 'vigilent']"
veghe,"['pază', 'paznic', 'păzitor', 'strajă', 'străjer']"
veghea,"['păzi', 'a păzi', 'înv a socoti', 'a supraveghea', 'înv a surveghea']"
vegetație,"['înveliș vegetal', 'floră', 'verdeață', 'creștere']"
veghe,"['nesomn', 'priveghere', 'trezie', 'înv și reg priveghi', 'reg privegheală', 'pază', 'gardă', 'pază', 'strajă', 'înv, în Mold aret', 'santinelă']"
vegeta,"['lâncezi', 'stagna']"
vegetal,['înv plantar']
vegetală,['plantă']
vedrișoară,['vedriță']
vedrit,['vădrărit']
vedriță,['vedrișoară']
vega,['art']
veget,"['deștept', 'neadormit', 'treaz', 'vesel', 'voios']"
vegeta,['crește']
vedetă,"['divă', 'star', 'fig stea']"
vedism,['brahmanism']
vederos,"['apreciat', 'arătos', 'chipeș', 'considerat', 'frumos', 'grandios', 'luminat', 'luminos', 'măreț', 'prețuit', 'respectat', 'scânteietor', 'splendid', 'stimat', 'strălucitor']"
vederescurtă,"['miopie', 'miopism']"
vedere,"['aer', 'apariție', 'arătare', 'aspect', 'chip', 'duh', 'expresie', 'fantasmă', 'fantomă', 'față', 'figură', 'fizionomie', 'halucinație', 'înfățișare', 'întâlnire', 'întrevedere', 'înțelegere', 'lumină', 'lumânare', 'mină', 'nălucă', 'nălucire', 'năzăreală', 'năzărire', 'obraz', 'pătrundere', 'pricepere', 'privire', 'pupilă', 'spectru', 'spirit', 'stafie', 'strălucire', 'strigoi', 'umbră', 'vedenie', 'vizită', 'viziune']"
vedenie,"['fantomă', 'închipuire', 'halucinație', 'spectru']"
vedeală,"['ochi', 'văz', 'vedere']"
vedea,"['a observa', 'a zări', 'arg a gini', 'zări', 'cuprinde', 'a privi', 'a se uita', 'Olt și Ban a se zăuita', 'viziona', 'apărea', 'întâlni', 'revedea', 'observa', 'cunoaște', 'vizita', 'constata', 'pomeni', 'apuca', 'îngriji', 'a se interesa', 'a se îngriji', 'a se ocupa', 'a se preocupa', 'căuta', 'a îngriji', 'înv și reg a socoti', 'a căuta', 'a încerca', 'a cerceta', 'a examina', 'documenta', 'considera', 'a se considera', 'a se crede', 'a se închipui', 'a se socoti', 'pop a se ține', 'concepe', 'imagina', 'a se visa', 'obține', 'primi']"
vecinie,['iobăgie']
vecsel,"['cambie', 'poliță', 'trată']"
vector,"['vector alunecător =', 'vector glisant; ', 'vector de poziție', 'rază vectoare; vector fix', '= vector legat; ', 'vector glisant', 'vector alunecător; vector legat =', 'vector fix', 'vector unitar', 'versor']"
vecinătate,"['pop megieșie', '\\\\~ $celor două comune', 'apropiere', 'împrejurime', 'jur', 'preajmă', 'livr proximitate', 'reg meleag', 'prin Transilv preabăt', 'înv împrejmuire', 'împrejur', 'prejmet', 'prejmuire', 'iobăgie', 'rumânie', 'șerbie', 'vecinie', 'livr servitute', 'rar servaj']"
vecie,['eternitate']
vecin,"['învecinat', 'învecinat', 'limitrof', 'mărginaș', 'reg megieș', 'mejdaș', 'înv megieșesc', 'megieșit', 'pop megieș', 'înv și reg apropiaș', 'Maram și nordul Transilv somsid', 'înv împrejuraș', 'împrejurean', 'răzeș', 'răzoraș', 'iobag']"
vechime,"['livr vetustate', 'vetustețe', 'înv bătrânețe', 'vechitură', 'vârstă', 'antichitate']"
vechitură,['vechime']
vechiultestament,['înv palie']
vechilâc,"['delegație', 'împuternicire', 'mandat', 'procură']"
vechilimea,"['delegație', 'împuternicire', 'mandat', 'procură']"
vechil,"['avocat', 'locțiitor', 'regent', 'substitut']"
vechilet,"['delegație', 'împuternicire', 'mandat', 'procură']"
vechi,"['bătrân', 'vârstnic']"
veaculdemijloc,['evul mediu']
vece,['closet']
vecernie,['chindie']
vechi,"['trecut', 'antic', 'arhaic', 'bătrânesc', 'arhaic', 'livr vetust', 'bătrân', 'folosit', 'purtat', 'uzat', 'uscat', 'învechit', 'arhicunoscut']"
vechil,['administrator']
vechie,"['antichitate', 'vechime']"
văzut,"['ochi', 'văz', 'vedere']"
veac,"['existență', 'timp', 'trai', 'viață', 'vreme', 'zile']"
veacă,"['bată', 'betelie', 'văcălie', 'veșcă']"
văzut,['vizibil']
văznesenie,"['înălțare', 'ridicare']"
văznesi,"['înălțá', 'ridica']"
văzduh,"['aer', 'atmosferă', 'cer', 'slavă', 'spațiu', 'zări pl', 'livr fig eter', 'tărie', 'înălțimi pl']"
vătuit,['vătuire']
văz,"['vedere', 'privire']"
vătuit,['pop bumbăcit']
vătui,['pop a bumbăci']
vătuire,"['vătuit', 'pop bumbăceală', 'bumbăcire', 'bumbăcit']"
vătrărel,['vătrăiaș']
vătui,['Olt și Ban vătărog']
vătrăraș,['vătrăias']
vătrăiaș,"['reg vătrăraș', 'vătrărel']"
vătraș,"['stabil', 'statornic']"
vătrar,['vătrái']
vătrai,"['reg scociorâtor', 'vătrar', 'Transilv și Maram spuzar', 'lambă']"
vătărog,['vătui']
vătășel,"['isprăvnicel', 'reg fecior boieresc', 'vătăman', 'vornicel', 'vătaf', 'vornicel', 'reg chemător', 'sol', 'fratedemire', 'fratedemireasă', 'Transilv și Ban dever', 'Transilv vifel']"
vătășiedeplai,['subprefectură']
vătășiță,"['vorniceasă', 'pop drușcă', 'reg sfașcă', 'Transilv și Ban deveriță', 'Transilv vifeliță']"
vătășel,"['colăcar', 'curier', 'mesager', 'ștafetă']"
vătămător,"['dăunător', 'contraindicat']"
vătămătură,"['colică', 'crampă', 'daună', 'hernie', 'lovitură', 'pagubă', 'pelagră', 'pierdere', 'prejudiciu', 'rană', 'spasm', 'stricăciune']"
vătămat,['boșorog']
vătămătoare,"['rar renoloare', 'reg iarbaranei', 'iarbădevatăm', 'iarbădevătămătură', 'trifoiulracului']"
vătămare,"['afecțiune', 'avariere', 'boală', 'daună', 'deteriorare', 'hernie', 'maladie', 'pagubă', 'pierdere', 'prejudiciu', 'rănire', 'stricare', 'stricăciune']"
vătămat,"['lovit', 'rănit']"
vătăman,['primar']
vătămare,"['înv și reg stricăciune', '\\\\~ $corporală', 'livr lezare']"
vătăman,"['vătășel', 'vornicel']"
vătăma,"['boșorogi', 'răni']"
vătălan,"['ciurlan', 'salcicorn', 'săricică']"
vătăma,"['dăuna', 'a ataca', 'a distruge', 'a strica', 'a zdruncina', 'fig a ruina', 'a dăuna', 'a prejudicia', 'livr a leza', 'fig a lovi']"
vătaful,"['art', 'lucifer', 'satana', 'scaraoțchi', 'tartor']"
vătaf,"['administrator', 'vechil']"
vătafdeplai,['subprefect']
văsușor,"['rar văscior', 'văsuleț', 'văsuț']"
văsuț,['văsușor']
vătaf,"['logofăt', 'înv epistat', 'ispravnic', 'conducător', 'căpetenie', 'conducător', 'reg birău', 'jude', 'vătășel', 'bulibașă']"
văsuleț,['văsușor']
văsărie,['veselă']
văscior,['văsușor']
vărzui,"['agita', 'colcăi', 'destrăma', 'ferfeniți', 'foi', 'forfoti', 'frământa', 'furnica', 'hărtăni', 'împrăștia', 'mișui', 'mișuna', 'risipi', 'roi', 'rupe', 'sfâșia', 'spulbera', 'viermui', 'zdrențui']"
vărzuță,['verzișoară']
vărușană,"['vară', 'verișoară']"
vărvăresc,"['aspru', 'barbar', 'brutal', 'câinesc', 'câinos', 'crud', 'feroce', 'inuman', 'nemilos', 'neomenos', 'primitiv', 'sălbatic']"
vărzărie,"['Mold și Transilv curechiște', 'Transilv curechiștină']"
văruit,"['spoială', 'spoire', 'spoit', 'văruială', 'văruire']"
vărui,['spoi']
văruială,['văruit']
văruire,['văruit']
văros,['calcaros']
vărsătură,"['vomă', 'concr vomă', 'rar vomătură', 'pop borâtură']"
vărsător,['turnător']
vărsătorul,"['art', 'înv aparul art']"
vărsătoare,['steliță']
vărsatmic,"['pojar', 'rujeolă']"
vărsa,['turna']
vărsare,"['turnare', 'răsturnare', 'vărsat', 'reg scursură', 'vomitare', 'repartizare', 'plată']"
vărsat,['scarlatină']
vărnicer,['vărar']
vărsa,"['turna', 'a răsturna', 'a turna', 'înv a se scurge', 'vomita', 'răspândi', 'repartiza', 'plăti']"
vărguță,['nuielușă']
vărgat,"['bălțat', 'dungat', 'tărcat', 'rar zebrat', 'pop învârstat', 'pestriț', 'vârstat', 'reg vârcat', 'prin Ban, Transilv și Olt șergat']"
vărguliță,"['dunguliță', 'nuielușă', 'nuieluță', 'vărguță']"
vărat,['văratic']
văratic,['reg vărat']
vărga,"['a dunga', 'a tărca', 'pop a învârsta', 'reg a vârsta']"
văr,"['verișor', 'pop și fam veric', 'verișcan', 'Maram verincel']"
vărar,['reg vămicer']
văpaiță,"['fachie', 'opaiț']"
vămuială,['vămuire']
vămuire,['vămuială']
vămuitor,['vameș']
văpaie,"['fachie', 'opaiț']"
vălurat,['unduios']
văluros,['unduios']
văluș,['spălător']
vălțuitor,['valsator']
vălug,"['crâng', 'fachie', 'prâsnel']"
vălmăși,['învălmăși']
vălțui,['valsa']
vălicică,['vălișoară']
vălișoară,['vălicică']
vălmășag,['dezordine']
văleu,"['a', 'ah', 'aoleu', 'au', 'i', 'o', 'of', 'oh', 'vai']"
vălătuceală,"['încolăcire', 'înfășurare', 'învălătucire', 'răsucire', 'sucire']"
vălău,"['adăpătoare', 'jgheab', 'lăptoc', 'scoc', 'troacă', 'uluc']"
vălătuc,"['sul', 'tăvălug']"
vălăcăi,"['boci', 'căina', 'jeli', 'jelui', 'lamenta', 'plânge', 'tângui', 'văicări', 'văita']"
văl,['voal']
văitătură,['văitat']
văiugă,['chirpici']
văităreț,"['plângăcios', 'plângăreț', 'scâncit', 'smiorcăit', 'văicăreț']"
văitător,"['plângăcios', 'plângăreț', 'scâncit', 'smiorcăit', 'văicăreț']"
văitat,"['boceală', 'bocire', 'bocit', 'căinare', 'jelire', 'jelit', 'jeluire', 'lamentare', 'lamentație', 'plângere', 'plâns', 'tânguială', 'tânguire', 'tânguit', 'văitare', 'văitătură', 'pop, fam și peior văicăreală', 'pop jeluială', 'înv și reg olălăire', 'reg văierare', 'văierat', 'înv obidire', 'olecăire']"
văitare,['văitat']
văioagă,['văiugă']
văita,"['a se boci', 'a se căina', 'a se jeli', 'a se jelui', 'a se lamenta', 'a se plânge', 'a se tângui', 'a se văicări', 'pop a se aoli', 'a se mișeli', 'înv și reg a se olălăi', 'a se olecăi', 'reg a se plângătui', 'a se scârbi', 'a se văiera', 'a se văina', 'a se vălăcăi', 'Transilv a se cânta', 'a se dăuli', 'Mold și Bucov a se frăsui', 'înv a se glăsi', 'a se glăsui', 'geme']"
văierat,"['boceală', 'bocire', 'bocit', 'căinare', 'jelire', 'jelit', 'jeluire', 'lamentare', 'lamentație', 'plângere', 'plâns', 'tânguială', 'tânguire', 'tânguit', 'văitare', 'văitat', 'văitătură']"
văina,"['boci', 'căina', 'jeli', 'jelui', 'lamenta', 'plânge', 'tângui', 'văicări', 'văita']"
văicări,['văita']
văiera,"['boci', 'căina', 'jeli', 'jelui', 'lamenta', 'plânge', 'tângui', 'văicări', 'văita']"
văierare,"['boceală', 'bocire', 'bocit', 'căinare', 'jelire', 'jelit', 'jeluire', 'lamentare', 'lamentație', 'plângere', 'plâns', 'tânguială', 'tânguire', 'tânguit', 'văitare', 'văitat', 'văitătură']"
văicăreț,['plângăcios']
văgăună,['orbită']
văicăreală,"['boceală', 'bocire', 'bocit', 'căinare', 'jelire', 'jelit', 'jeluire', 'lamentare', 'lamentație', 'plângere', 'plâns', 'tânguială', 'tânguire', 'tânguit', 'văitare', 'văitat', 'văitătură']"
văgăună,['râpă']
văduvire,['văduvie']
văduviță,"['văduvioară', 'văduvioară']"
văduvioară,"['văduviță', 'văduviță']"
văduv,"['Mold, Bucov și Transilv vădan', 'Olt văduvar', 'înv sărac']"
văduvar,['văduv']
văduvă,"['reg vădancă', 'Mold, Bucov și Transilv vădană']"
văduvi,['lipsi']
