word,synonyms
багач,"['розм багатир', 'розм багатій', 'сільський власник куркуль', 'грошовитий розм товстосум', 'заст дукач', 'заст дук', 'заст дука', 'заст дукар', 'рідк срібляник']"
багачка,"['багатирка', 'багатійка', 'куркулька', 'дукарка', 'пор багач']"
багнистий,"['мочаруватий', 'з водою на поверхні болотистий', 'про дно ріки тванистий']"
багно,"['драгва', 'драговина', 'мочар', 'з поверхнею, що трясеться трясовина', 'з поверхнею, що трясеться багнище', 'здебільшого з водою на поверхні болото', 'пор грязь']"
багнюка,['див грязь']
баговиння,"['твань', 'про намул з глиною глей', 'про намул з глиною мул']"
багрити,['див червонити']
багріти,['див багровіти']
багровий,"['багряний', 'темночервоний', 'кривавочервоний', 'розм буряковий', 'пор червоний']"
багровіти,"['рідше багріти', 'поез багряніти', 'пор червоніти']"
багряний,['див багровий']
багрянити,['див червонити']
багряніти,['див червоніти']
бадилина,"['трави билина', 'трави збіжжя, квітів стеблина']"
бадилля,"['гичка', 'гич', 'бурякове бурячиння', 'бурякове буряковиння', 'бурякове ботвина', 'картопляне картоплиння', 'гарбузове гарбузиння', 'кавунове, гарбузове, диняче, огіркове огудиння', 'кавунове, гарбузове, диняче, огіркове огудина', 'кавунове, гарбузове, диняче, огіркове гудиння', 'кавунове, гарбузове, диняче, огіркове гудина', 'морквяне морковиння']"
бадьористий,['див бравий']
бадьоритися,"['храбрувати', 'храбруватися', 'храбритися', 'ходити гоголем козиритися', 'ходити гоголем хизуватися']"
бажання,['див хотіння']
бажати,"['зичити', 'пор хотіти']"
бажаючий,"['охочий', 'сповнений бажання', 'розохочений', 'ласий на що', 'жадущий', 'спраглий', 'спрагнений', 'голодний чого', 'охотник', 'фраз зголошений']"
бажаючі,['хто хоче бажаючі купити квитки = хто хоче купити квитки']
базар,"['ринок', 'де торгують приношеними речами розм товкучка', 'заст тандита', 'пор торг']"
базаринка,['див хабар']
базарний,['ринковий']
базарувати,['див торгувати']
базграти,['див мазюкати']
базіка,"['див балакун', 'див балакуха']"
базікало,"['див балакун', 'див балакуха']"
базікання,['див балаканина']
базікати,"['образно про недоречну балаканину варнякати', 'образно про недоречну балаканину верзякати', 'образно про недоречну балаканину верзти', 'образно про недоречну балаканину патякати', 'образно про недоречну балаканину плести нісенітницю', 'образно про недоречну балаканину плескати язиком', 'образно про недоречну балаканину ляпати язиком', 'образно про недоречну балаканину молоти язиком', 'образно про недоречну балаканину клепати язиком', 'рідше бевкати', 'рідше бовкати', 'пор просторікати']"
базуватися,['див ґрунтуватися']
байда,"['див гуляка', 'див скиба', 'див скибка']"
байдак,['див човен']
байдара,['див човен']
байдарка,['див човен']
байдикування,['див безділля']
байдикувати,['див ледарювати']
байдуже,"['байдужно', 'байдужливо', 'апатично', 'в значенні присудка однаково', 'в значенні присудка все одно']"
байдужий,"['байдужний', 'рідк байдужливий', 'апатичний', 'про вираз очей холодний', 'до чужого горя нечулий']"
байдужно,['див байдуже']
байка,['див вигадка']
байрак,['див яр']
бакай,['див вибоїна']
бал,['див бенкет']
балаган,"['див буда', 'див будка']"
балаканина,"['пусті балачки', 'знев, фам базікання', 'знев, фам верзіння', 'знев, фам патякання', 'знев, фам ляпання', 'знев, фам язиком', 'знев, фам пустомолотство', 'знев, фам марнословство', 'пишномовна ірон просторікання', 'пишномовна просторікування']"
балакати,"['див говорити', 'див розмовляти']"
балакливий,['див балакучий']
балакун,"['говорун', 'жартівливий баляндрасник', 'заст перебендя', 'що любить пусті балачки знев пустомолот', 'що любить пусті балачки пустомеля', 'що любить пусті балачки патякало', 'перен базіка', 'перен базікало', 'що любить багато говорити – образно торохтій', 'що любить багато говорити – образно тарахкало', 'балалайка', 'рідк талалай']"
балакуха,"['говоруха', 'про веселу щебетуха', 'про веселу цокотуха', 'баляндрасниця', 'пустомеля', 'базіка', 'базікало', 'торохтійка', 'тарахкало', 'балалайка', 'талалайка', 'пор балакун']"
балакучий,"['балакливий', 'говіркий', 'говорючий', 'говорливий', 'гомінкий', 'гомінливий', 'гоміонливий', 'про жінок щебетливий', 'язикатий', 'рідк слизькоязикий']"
балалайка,"['див балакун', 'див балакуха']"
баламут,"['див підбурювач', 'див спокусник']"
баламута,['див бунтар']
баламутити,"['див підбурювати', 'див туманити']"
баламутка,['див спокусниця']
балачка,['див розмова']
балія,['див цебрик']
балка,"['менша розміром виярок', 'менша розміром видолинок', 'менша розміром улоговина', 'менша розміром лощовина', 'менша розміром лощина']"
балувати,['див бенкетувати']
балухатий,['див витрішкуватий']
балухи,['див очі']
баляндраси,['див теревені']
баляндрасити,"['баляндраси правити', 'баляндраси торочити', 'баляндраси розпускати', 'баляси точити', 'теревені правити', 'теревенити', 'верзти нісенітницю', 'пор базікати']"
баляндрасник,['див балакун']
баляндрасниця,['див балакуха']
баляси,['див теревені']
бамбула,['див вайло']
банальний,['див заяложений']
банда,"['про суспільно шкідливий елемент зграя', 'про суспільно шкідливий елемент ватага']"
бандит,"['учасник грабіжницької банди грабіжник', 'рідше розбійник', 'розм розбишака', 'розм горлоріз', 'розм хижак']"
бандитизм,['див розбишацтво']
бандитський,"['грабіжницький', 'розбійницький', 'розбишацький', 'пор бандит']"
банька,['див булька']
банькатий,['див витрішкуватий']
банкет,['див бенкет']
баньки,['див очі']
банність,['див туга']
банувати,['див тужити']
баня,"['купол', 'зрідка верх']"
баняк,['див чавун']
барабанити,['див стукати']
бараболя,['див картопля']
баранці,"['див хмара', 'див хвиля']"
барахло,['див мотлох']
барва,"['див колір', 'див про шерсть тварин масть']"
барвистий,"['барвний', 'пишнобарвний', 'кольористий', 'квітчастий', 'пор багатобарвний']"
барвистість,['див багатобарвність']
барвний,['див барвистий']
барило,"['бочонок', 'на сир та інші молочні продукти обл бербениця']"
барити,"['розм рідше гаяти', 'обл бавити']"
баритися,"['гаятися', 'розм забарятися', 'обл бавитися', 'обл длятися']"
бариш,['див прибуток']
баришник,['див перепродувач']
барліг,"['див лігвище', 'див калюжа']"
бархат,['оксамит']
бархатний,"['оксамитний', 'оксамитовий']"
баский,"['в бігу прудкий', 'в бігу шпаркий', 'в бігу швидкий', 'в бігу бистрий', 'про темперамент гарячий']"
бастувати,['див страйкувати']
басувати,['див скакати']
басун,['див румак']
баталія,['див сварка']
батареєць,['див артилерист']
батіг,"['пуга', 'довгий бич', 'з плетених ремінців нагай', 'з плетених ремінців нагайка', 'з плетених ремінців малахай', 'з плетених ремінців канчук', 'мисл гарапник', 'мисл арапник', 'фольк карбач']"
батьківщина,['див спадщина']
батько,"['розм тато', 'рідше отець', 'заст родитель', 'обл неньо']"
батожити,['див бити']
батрак,['наймит']
батракувати,"['батрачити', 'наймитувати']"
батрачка,['наймичка']
бахати,['див бабахати']
бахкати,['див бабахати']
бахнути,['див ударити']
бахнутися,['див упасти']
бахрома,['див торочки']
бахур,['див розпутник']
бацнути,['див тарахнути']
бачити,"['розм, рідк видати']"
бачитися,['див увижатися']
башта,['див вежа']
баюра,['див калюжа']
баяти,['див розказувати']
бгати,['див м’яти']
бджільництво,"['розведення бджіл на пасіці пасічництво', 'про примітивний лісний промисел бортництво']"
бджоляр,"['що розводить бджіл у пасіці пасічник', 'що займається примітивним лісним бджільництвом бортник']"
бебехи,['див нутрощі']
бебехнути,['див упасти']
бебехнутися,['див упасти']
бевзь,['див дурень']
бевзень,['див дурень']
бевкати,"['див дзвонити', 'див базікати']"
бегеря,['див ціпок']
безбатченко,['див сирота']
безберегий,['див безмежний']
безбережний,['див безмежний']
безбережність,['див безмежність']
безбережно,['див безмежно']
безбожник,['див атеїст']
безбожниця,['див атеїстка']
безборонний,"['див беззаборонний', 'див беззахисний']"
безбоязний,"['небоязкий', 'небоязливий', 'неполохливий', 'що нічого не лякається безстрашний', 'пор відважний']"
безвинний,['див невинний']
безвихідь,['див тупик']
безвихідний,['див скрутний']
безвідплатний,['див безплатний']
безвідплатно,['див безплатно']
безвідрадісний,['див безрадісний']
безвідрадний,['див безрадісний']
безвірник,['див атеїст']
безвірниця,['див атеїстка']
безвічний,['див вічний']
безглуздий,"['про річ абсурдний', 'про річ нісенітний', 'про річ неподобний', 'пор дурний']"
безглуздя,"['абсурд', 'нісенітниця', 'безглуздість', 'неподобність', 'пор безумство']"
безголів’я,['див нещастя']
безголовий,['див дурний']
безголов’я,['див нещастя']
безграмотний,['див неграмотний']
безграничний,['див безмежний']
безгранично,['див безмежно']
безгучний,['див беззвучний']
безґрунтовний,"['необґрунтований', 'безпідставний', 'пор неспроможний']"
безґрунтовність,['див неспроможність']
бездарний,"['нездібний', 'недотепний', 'безталанний']"
безділля,"['неробство', 'розм байдикування', 'обл гульки мн', 'про брак активності бездіяльність']"
бездовідний,"['бездоказовий', 'про обвинувачення тощо голослівний']"
бездолля,['див недоля']
бездольний,['див безталанний']
бездомний,"['безхатній', 'про дітей – звичайно безпритульний']"
бездомник,"['рідше бездомок', 'без рідкі і власної хати бурлака', 'нетяга']"
бездонний,['див глибокий']
бездощевий,['див засушливий']
бездощів’я,['див засуха']
бездощовий,['див засушливий']
бездушний,"['див неживий', 'див нечулий']"
безжалісний,"['безжальний', 'що не знає співчуття безсердечний', 'рідше безсердний', 'сильніше жорстокосердий', 'сильніше жорстокий', 'що не знає пощади безпощадний']"
безжалісність,['див жорстокість']
безжалісно,"['безжально', 'безсердечно', 'безсердно', 'жорстоко', 'безпощадно', 'пор безжалісний']"
безжальний,['див безжалісний']
безжально,['див безжалісно']
безжурний,"['що нічим, не журиться нежурливий', 'рідше безсумний', 'що не має турбот безтурботний', 'рідше безклопотний']"
беззаборонний,"['безборонний', 'в чому нема заборони незаборонений', 'в чому нема заборони дозволений', 'без обмежень в користуванні вільний']"
беззавітний,['див самовідданий']
беззавітність,['див самовідданість']
беззаконний,['див злочинний']
беззаконник,['див злочинець']
беззахисний,"['безборонний', 'рідше безоборонний']"
беззвучний,"['безгучний', 'про працю мотора тощо безшумний', 'про голос, плач тощо глухий', 'див ще приглушений']"
беззвучно,['див тихо']
безземельний,['див бідний']
беззмістовний,"['пустий', 'про фрази тощо порожній', 'сильніше пустомовний', 'розм пустопорожній']"
безклопотний,['див безжурний']
безконечний,['див безмежний']
безконечність,['див безмежність']
безкраїй,['див безмежний']
безкраїсть,['див безмежність']
безкрай,['див безмежність']
безкрайній,['див безмежний']
безкрайність,['див безмежність']
безкровний,['див блідий']
безлад,"['нелад', 'непорядок', 'повний брак організованості хаос', 'розм розгардіяш']"
безладдя,"['нелад', 'непорядок', 'повний брак організованості хаос', 'розм розгардіяш']"
безладний,"['неорганізований', 'позбавлений порядку і под хаотичний', 'пор недоладний']"
безличник,['див безсоромний']
безличність,['див безсоромність']
безличнки,['див безсоромний']
безліч,['див багато']
безлюдько,['див відлюдник']
безлюдний,"['без жителів незаселений', 'без жителів ненаселений', 'такий, де не видно або нема в даний момент людей пустинний']"
безмежний,"['про простір безкраїй', 'про простір безкрайній', 'рідше безконечний', 'якому не видно кінця – берегів безбережний', 'якому не видно кінця – берегів безберегий', 'якому немає міри безмірний', 'якому немає міри незмірний', 'якого оком годі охопити неосяжний', 'якого оком годі охопити неоглядний', 'якого оком годі охопити неозорий', 'про почуття безмірний', 'рідше безграничний']"
безмежність,"['безкраїсть', 'безкрайність', 'рідко безкрай розм', 'безконечність', 'безбережність', 'безмірність', 'неосяжність', 'неоглядність', 'неозорість', 'безмірність', 'обл безмір', 'пор безмежний']"
безмежно,"['без краю', 'без кінця', 'сильніше без кінцякраю', 'сильніше безбережно', 'неосяжно', 'неоглядно', 'неозорно', 'неозоро', 'безмірно', 'безгранично', 'пор безмежний']"
безмір,['див безмежність']
безмірний,['див безмежний']
безмірність,['див безмежність']
безмірно,['див безмежно']
безмовний,['див мовчазний']
безмовно,['див мовчки']
безмозкий,['див дурний']
безнадійний,['див розпачливий']
безнадійність,"['безнадія', 'крайня відчай', 'крайня розпач', 'обл розпука']"
безнастанний,['див безупинним']
безнастанно,['див безупинно']
безневинний,['див невинний']
безоборонний,['див беззахисний']
безодній,['див глибокий']
безодня,"['див глибина', 'див провалля']"
безоплатний,['див безплатний']
безоплатно,['див безплатно']
безпам’ятний,['див забутливий']
безперебійний,['див безперервний']
безперебійно,['див безперервно']
безперервний,"['про правильно налагоджену працю – без затримки, простоїв і под безпереривний', 'про правильно налагоджену працю – без затримки, простоїв і под безперебійний', 'про дію, що довгий час не припиняється безперестанний', 'про дію, що довгий час не припиняється безнастанний', 'про дію, що довгий час не припиняється безустанний', 'про дію, що довгий час не припиняється безупинний', 'про дію, що довгий час не припиняється невпинний', 'що раз по раз повторюється заст разуразний']"
безперервно,"['безпереривно', 'безперебійно', 'безперестанно', 'безперестану', 'безперестанку', 'безнастанно', 'безупинно', 'невпинно', 'пор безперервний']"
безпереривний,['див безперервний']
безпереривно,['див безперервно']
безперестанку,['див безперервно']
безперестанний,['див безперервний']
безперестанно,['див безперервно']
безперестану,['див безперервно']
безперечний,"['безспірний', 'незаперечний', 'що виключає всякий сумнів безсумнівний', 'що виключає всякий сумнів цілком певний', 'що виключає всякий сумнів очевидний']"
безперечно,"['незаперечно', 'безсумнівно', 'вставне слово нема', 'вставне слово немає сумніву', 'певна річ']"
безпідставний,['див безґрунтовний']
безпідставність,['див неспроможність']
безплатний,"['безоплатний', 'безвідплатний', 'набутий даром даровий']"
безплатно,"['безоплатно', 'безвідплатно', 'даром', 'пор безплатний']"
безплідний,"['неплідний', 'про землю неродючий', 'про худобу яловий']"
безпомилковий,"['непомильний', 'непохибний', 'зрідка непогрішимий']"
безпомилковість,['непомильність']
безпорадний,"['безпомічний', 'неспроможний безсилий', 'неспроможний безсильний']"
безпорядки,['див бунт']
безпосередній,['див щирий']
безпощадний,['див безжалісний']
безпощадно,['див безжалісно']
безпритульний,['див бездомний']
безпросвітний,"['про мряку, тьму і перен непроглядний', 'сильніше темний', 'пор безрадісний']"
безпутний,['див непутний']
безп’ятко,['див чорт']
безрадісний,"['невеселий', 'у вищій мірі безвідрадний', 'рідше безвідрадісний', 'про життя, долю безпросвітний']"
безрадісно,['див сумно']
безрідний,['див одинокий']
безрога,['див свиня']
безрозсудний,"['нерозсудний', 'нерозсудливий', 'нерозважливий', 'нерозважний', 'неблагорозумний', 'при крайньому ступені виявлення безумний']"
безсердечний,['див безжалісний']
безсердечність,['див жорстокість']
безсердечно,['див безжалісно']
безсердний,['див безжалісний']
безсердно,['див безжалісно']
безсилий,"['безсильний', 'тільки при нестатку фізичних сил – ще слабий', 'тільки при нестатку фізичних сил – ще немічний', 'тільки при нестатку фізичних сил – ще кволий', 'тільки при нестатку фізичних сил – ще недолугий', 'тільки при нестатку фізичних сил – ще недолужний']"
безсилля,"['безсилість', 'слабість', 'неміч', 'кволість', 'недолужність', 'пор безсилий']"
безсильний,"['див безсилий', 'див безпорадний']"
безславний,['див ганебний']
безсмертний,"['вічний', 'невмирущий', 'такий, що ніколи не забудеться немеркнучий', 'поез неув’ядний']"
безсонний,['невиспаний ніч']
безсоння,"['безсонниця', 'нічниці', 'у дітей заст несплячки']"
безсоромна,['див соромітниця']
безсоромний,"['безстидний', 'рідк безличний', 'про слова, пісню див соромітний']"
безсоромник,"['безстидник', 'соромітник', 'рідк безличник']"
безсоромність,"['безстидність', 'безстидство', 'рідк безличність']"
безспірний,['дня безперечний']
безстидний,['див безсоромний']
безстидник,['див безсоромний']
безстидниця,['див соромітниця']
безстидність,['див безсоромність']
безстидство,['див безсоромність']
безстрашний,['див безбоязний']
безстрашність,['див відвага']
безстрашно,['див сміливо']
безсумний,['див безжурний']
безсумнівний,"['цілком певний', 'очевидний', 'спертий на доказах доведений', 'що не викликає заперечень безперечний', 'що не викликає заперечень незаперечний']"
безсумнівно,['див безперечно']
безталанний,"['нещасний', 'рідше безщасний', 'розм бездольний']"
безталання,['див недоля']
безтурботний,['див безжурний']
безтямний,"['від схвилювання тощо нестямний', 'як не свій несамовитий', 'пор дурний']"
безтямно,['нестямно']
безугавний,"['неугавний', 'невгавучий', 'невгавучщий', 'невгамовний', 'незмовкний', 'нестишний', 'про оплески і под нестихаючий', 'про оплески і под невщухаючий']"
безугавно,"['без угаву', 'неугавно', 'не вгаваючи', 'невгамовно', 'незмовкно', 'не стихаючи', 'не вщухаючи', 'пор безугавний']"
безумний,"['див безрозсудний', 'див божевільний']"
безумство,"['безумність', 'поез безум', 'нерозум', 'нерозумність', 'у вищій мірі дурість', 'у вищій мірі глупота', 'у вищій мірі безглуздя', 'доведене до крайніх меж божевілля', 'доведене до крайніх меж шаленство', 'доведене до крайніх меж навіженство']"
безумствувати,"['дуріти', 'сильніше шаленіти', 'сильніше шаліти', 'діяти безрозсудно божеволіти']"
безупинний,"['невпинний', 'безнастанний', 'безустанний', 'безперестанний', 'пор безперервний']"
безупинно,"['невпинно', 'безнастанно', 'безустанно', 'безперестану', 'безперестанку', 'безперестанно', 'пор безперервно']"
безустанний,['див безупинний']
безустанно,['див безупинно']
безутішний,['див нерозважний']
безутішно,['див сумно']
безутомний,['див невтомний']
безхатній,['див бездомний']
безхитрий,"['нелукавий', 'пор прямодушний']"
безхмарний,['див ясний']
безцеремонний,"['зухвалий', 'нахабний']"
безчесний,['див ганебний']
безчестити,['див ганьбити']
безчестя,['див ганьба']
безчинство,['див бешкет']
безчинствувати,['див бешкетувати']
безштанько,"['див злидар', 'див шарпак']"
безшумний,['див беззвучний']
безщасний,['див безталанний']
бельбас,['див телепень']
белькотати,"['жебоніти', 'бубоніти', 'про дітей і зневажливо лепетати', 'пор говорити']"
белькотіти,"['жебоніти', 'бубоніти', 'про дітей і зневажливо лепетати', 'пор говорити']"
бенкет,"['урочистий банкет', 'заст учта', 'офіціальний, влаштовуваний в дипломатичних колах прийом', 'з музикою і танцями бал']"
бенкетар,['див гуляка']
бенкетувати,"['розм балувати', 'про розвагу з пиятикою у просторіччі питигуляти']"
бентежити,"['непокоїти', 'турбувати', 'сильніше хвилювати']"
бентежитися,"['від сорому тощо ніяковіти', 'від хвилювання – ще розгублюватися', 'розм збиватися з пантелику', 'пор збентежитися']"
