word,synonyms
anuloid,"['prstenec', 'torus']"
anulovanie,"['prehlásenie neplatným', 'rozpustenie', 'stornovanie', 'zrušenie']"
anulovateľný,['zrušiteľný']
anulovať,"['odstrániť', 'vymazať', 'zrušiť']"
análny,"['análny term', 'ritný vulgarizmus']"
anály,['letopisy']
anémia,"['chudokrvnosť', 'málokrvnosť']"
aorta,"['aorta term', 'artéria term', 'cieva', 'kapilára term', 'tepna', 'vlásočnica term', 'véna term', 'žila', 'žilka']"
apa,"['apa archaizmus', 'apo archaizmus', 'foter hovorovo', 'oco hovorovo', 'otec', 'otecko', 'rodič', 'tatko', 'tato hovorovo']"
apartný,"['elegantný', 'slušivý']"
aparát,"['prístroj', 'zariadenie']"
apatia,"['bezcitnosť', 'chlad', 'letargia', 'nezáujem', 'neúčasť', 'otupenosť', 'pasivita', 'ľahostajnosť']"
apatický,"['bezmyšlienkovitý', 'bezstarostný', 'driemajúci', 'flegmatický', 'lenivý', 'nemajúci záujem', 'nevšímavý', 'nezúčastnený', 'nečinný', 'záhaľčivý', 'ľahostajný']"
apatieka,"['apatieka archaizmus', 'apatika nesprávne', 'lekáreň']"
apatika,"['apatieka archaizmus', 'apatika nesprávne', 'lekáreň']"
apel,"['dovolávanie sa', 'vyzvanie', 'výzva']"
apelovať,['dovolávať sa']
apetít,['chuť']
aplaudovať,['tlieskať']
aplaudujúci,['tlieskajúci']
aplauz,['potlesk']
aplikovať,"['použiť', 'užiť']"
aplikácia,"['použitie', 'používanie', 'uplatnenie', 'upotrebenie hovorovo', 'užitie', 'užívanie', 'vloženie', 'vsadenie']"
apo,"['apa archaizmus', 'apo archaizmus', 'foter hovorovo', 'oco hovorovo', 'otec', 'otecko', 'rodič', 'tatko', 'tato hovorovo']"
apodiktický,"['nepochybný', 'nepopierateľný', 'nesporný']"
apokalypsa,"['katastrofa', 'koniec sveta']"
apokalyptický,['katastrofálny']
apologetika,"['obhajoba učenia', 'obrana názoru']"
apológia,['obrana']
apostata,"['bludár', 'heretik', 'kacír', 'odpadlík']"
apostatický,['odpadlícky']
apostrof,['odsuvník']
aprobácia,['schválenie']
aranžér,"['organizátor', 'osnovateľ', 'usporiadateľ']"
arbitrárny,"['akýkoľvek', 'svojvoľný', 'ľubovolný']"
archa,['koráb']
archaický,"['starobylý', 'starodávny', 'starožitný', 'starý', 'zastaraný']"
architekt,"['budovateľ', 'developer hovorovo', 'konštruktér', 'stavbár', 'staviteľ']"
architektúra,['staviteľstvo']
areál,"['plocha', 'pozemok', 'priestor', 'priestranstvo']"
argot,"['hantírka', 'slang', 'žargón']"
argument,"['dôkaz', 'fakt']"
aristokracia,['šľachta']
aristokrat,"['patricij', 'šľachtic']"
aristokratický,['šľachtický']
arma,"['címer', 'erb', 'znak', 'znak rodu', 'štít']"
armáda,"['ozbrojené sily', 'vojsko']"
arogantný,"['bezočivý', 'nadutý', 'namyslený', 'spupný']"
aromatický,"['vonný', 'voňavý']"
art,['umenie']
artikulovať,['hovoriť zreteľne']
artikulácia,['výslovnosť']
artiléria,['delostrelectvo']
artista,['žonglér']
artéria,['tepna']
aréna,"['ihrisko', 'ring']"
aróma,"['buket term', 'odor term', 'pach', 'parfum', 'puch', 'smrad', 'vôňa', 'zápach']"
asfalt,['decht']
asi,"['cirka', 'okolo', 'podistým', 'pravdepodobne', 'približne', 'zhruba', 'zrejme']"
asimilácia,"['prispôsobenie', 'splynutie', 'spodobenie']"
asistencia,['pomoc']
asistent,['sekretárka']
asistovať,"['napomáhať', 'podporovať', 'pomáhať']"
asketický,"['odriekavý', 'zdržanlivý']"
askéza,"['odriekanie', 'sebazaprenie']"
aspekt,"['hľadisko', 'ohľad', 'postoj', 'stanovisko', 'zorný uhol', 'zreteľ']"
aspik,"['huspenina', 'rôsol']"
aspoň,"['hoci len', 'najmenej', 'prinajmenej', 'prinajmenšom', 'čo len']"
astma,"['dýchavica hovorovo', 'dýchavičnosť', 'záduch']"
astrológ,"['prorok', 'veštec']"
astronaut,"['kozmonaut', 'tajkonaut']"
astronómia,['hvezdárstvo']
asymetria,"['nesúmernosť', 'symetria Antonym']"
asymetrický,"['nerovnaký', 'nesymetrický', 'nesúmerný', 'šišatý']"
atak,"['agresia', 'napadnutie', 'nápor', 'výboj', 'útok']"
ateista,"['neveriaci', 'neznaboh', 'pohan hovorovo']"
atestácia,"['certifikát', 'doklad', 'osvedčenie', 'posudok', 'potvrdenie', 'vysvedčenie']"
atmosféra,"['nálada', 'ovzdušie', 'pomery', 'povetrie', 'prostredie', 'ráz', 'situácia', 'stav', 'vzduch']"
atraktivita,['príťažlivosť']
atribút,"['náležitosť', 'príznak', 'vlastnosť']"
audiencia,['oficiálne prijatie']
audiometer,"['akumeter term', 'audiometer term']"
auditórium,"['aula', 'dvorana', 'foyer', 'hala', 'poslucháreň', 'predsieň', 'sieň', 'spoločenská miestnosť', 'sál', 'sála', 'vestibul', 'vstupná hala']"
aula,"['auditórium', 'dvorana', 'foyer', 'hala', 'poslucháreň', 'predsieň', 'sieň', 'spoločenská miestnosť', 'sál', 'sála', 'vestibul', 'vstupná hala']"
aura,"['aureola', 'gloriola', 'nymbus', 'svätožiara']"
aureola,"['aura', 'gloriola', 'nymbus', 'svätožiara']"
autarktný,"['samostatný', 'sebestačný']"
autentický,"['hodnoverný', 'nefalšovaný', 'originálny', 'pravý', 'pôvodný']"
autentifikácia,['overovanie']
auto,"['automobil', 'fáro hovorovo', 'kára hovorovo', 'vagón', 'voz', 'vozidlo']"
autobus,"['auto', 'dopravný prostriedok', 'električka', 'loď', 'trolejbus']"
autokar,['autobus']
autokemping,"['kemp', 'kemping']"
autokracia,['samovláda']
automat,"['android', 'golem', 'robot']"
automaticky,['samočinne']
automatický,"['robotický', 'samočinný']"
automatizovane,['strojovo']
automatizovať,['mechanizovať']
automobil,"['auto', 'fáro hovorovo', 'kára hovorovo', 'vagón', 'voz', 'vozidlo']"
autonómia,"['autonómnosť', 'nezávislosť', 'samospráva', 'samostatnosť']"
autonómnosť,"['autonómia', 'nezávislosť', 'samospráva', 'samostatnosť']"
autor,"['pôvodca', 'tvorca']"
autorita,"['kompetencia', 'oprávnenie', 'právo', 'právomoc']"
autoritatívny,"['diktátorský', 'rozkazovačný']"
autorizovaný,['schválený']
autorizovať,"['oprávniť', 'povoliť']"
autorizácia,"['obsignácia', 'odsúhlasenie', 'overenie', 'potvrdenie', 'povolenie', 'súhlas']"
avantgarda,['predvoj']
avantgardista,"['novátor', 'priekopník', 'progresivista']"
avantgardný,"['novátorský', 'pokrokový', 'priekopnícky', 'progresívny']"
avantúra,['dobrodružstvo']
averzia,"['antipatia', 'hnus', 'nechuť', 'nevôľa', 'neľúbosť', 'odpor', 'odpornosť', 'ohavnosť', 'ošklivosť', 'rezistencia', 'sympatia Antonym']"
aviatik,"['aeronaut', 'letec', 'pilot']"
avizovať,"['informovať', 'inštruovať', 'oboznámiť', 'oznámiť', 'poučiť', 'povedať', 'predniesť', 'prezradiť']"
avízo,"['informácia', 'oznam', 'oznámenie', 'popis', 'správa', 'zvesť']"
avšak,"['keďže', 'lenže', 'však']"
azbuka,['cyrilika']
azda,"['možno', 'snáď nesprávne', 'trebárs', 'vari']"
azyl,"['bezpečie', 'úkryt', 'útočisko', 'útulok']"
azylant,['utečenec']
azúr,['blankyt']
azúrový,['blankytný']
ašpirant,"['kandidát', 'uchádzač', 'čakateľ', 'žiadateľ']"
ašpirovať,['uchádzať sa']
ašpirácia,"['dychtivosť', 'horlivosť', 'snaha', 'túžba', 'úsilie']"
ašpirácie,"['ambície', 'ctižiadosť']"
až,['keď']
až až,"['mnoho', 'priveľa', 'príliš veľa', 'rozhorčenie poeticky', 'rozčarovanie', 'veľa']"
až do konca,"['absolútne', 'celkom', 'iba', 'jedine', 'plne', 'vcelku', 'vôbec', 'výhradne', 'úplne']"
babka,"['starenka', 'starká', 'stará mama', 'stará mať']"
babračka,"['papračka', 'piplačka', 'prplačka', 'šiplačka']"
babroš,"['babrák', 'drevo', 'laik', 'nedouk', 'nemehlo', 'poleno', 'ťarbák', 'ťuťmák']"
babrák,"['babroš', 'drevo', 'laik', 'nedouk', 'nemehlo', 'poleno', 'ťarbák', 'ťuťmák']"
baburence,"['baburiatka', 'baburky', 'bahniatka', 'jahňady', 'maňušky']"
baburiatka,"['baburence', 'baburky', 'bahniatka', 'jahňady', 'maňušky']"
baburky,"['baburence', 'baburiatka', 'bahniatka', 'jahňady', 'maňušky']"
bachnúť,"['buchnúť', 'capnúť', 'ovaliť', 'rachnúť hovorovo', 'udrieť', 'švacnúť hovorovo']"
bachor,"['pupok', 'veľké brucho']"
bachratý,"['bruchatý', 'pupkatý', 'telnatý', 'tučný']"
bacuľatý,"['kyprý', 'okrúhly', 'plnoštíhly', 'sypký', 'zaoblený']"
badateľný,"['citeľný', 'evidentný', 'jasný', 'očividný', 'pozorovateľný', 'viditeľný', 'zjavný', 'zrejmý', 'zreteľný']"
bagatelizovať,"['podceňovať', 'znesväcovať', 'znevažovať', 'znižovať', 'zľahčovať']"
bageta,"['chlieb', 'pekárenský výrobok', 'pečivo', 'rožok', 'vianočka']"
bagáž,"['bagáž hovorovo', 'chamraď hovorovo', 'chrapač hovorovo', 'háveď', 'ledač poeticky', 'pliaga', 'svoloč hovorovo', 'zgerba hovorovo', 'čvarga hovorovo']"
bahniatka,"['baburence', 'baburiatka', 'baburky', 'jahňady', 'maňušky']"
bahnisko,"['bahurina hovorovo', 'barina archaizmus', 'bažina hovorovo', 'blato', 'mokraď', 'močarina', 'močiar', 'rašelinisko', 'slatina', 'trasovisko']"
bahno,"['hlien', 'kal', 'naplavenina', 'nános', 'sediment', 'sliz', 'usadenina', 'zrazenina']"
bahurina,"['bahnisko', 'bahurina hovorovo', 'barina archaizmus', 'bažina hovorovo', 'blato', 'mokraď', 'močarina', 'močiar', 'rašelinisko', 'slatina', 'trasovisko']"
baklažán,['ľuľok']
baktéria,"['mikroorganizmus', 'mikrób']"
bakšiš,"['diškrécia archaizmus', 'obslužné', 'prepitné', 'sprepitné hovorovo', 'tip nesprávne', 'tringelt nesprávne']"
baladický,"['chmúrny', 'pochmúrny', 'ponurý', 'pošmúrny hovorovo', 'smutný', 'tajomný']"
balamutenie,"['blud', 'humbug', 'ilúzia', 'klam', 'lesť', 'mylný dojem', 'podraz', 'podvod', 'pretvárka', 'švindeľ hovorovo']"
balamutiť,"['baláchať', 'drístať hovorovo', 'klamať', 'miasť', 'trepať hovorovo', 'tárať', 'zavádzať']"
balanc,"['balanc hovorovo', 'equilibrium term', 'parita', 'rovnováha']"
balast,"['príťaž', 'zaťaženie', 'záťaž']"
baliť,['pakovať']
balušiť,"['blúzniť', 'bľabotať', 'tárať']"
balvan,"['skala', 'skalisko', 'zápoľa hovorovo']"
balzam,['hojivá masť']
baláchať,"['balamutiť', 'drístať hovorovo', 'klamať', 'miasť', 'trepať hovorovo', 'tárať', 'zavádzať']"
banalita,['banálnosť']
banda,"['chamraď hovorovo', 'gang', 'horda', 'háveď', 'partia', 'svorka', 'zberba hovorovo', 'čvarga hovorovo']"
bandita,"['gangster', 'lupič', 'lúpežník', 'podvodník', 'vydierač', 'zbojník', 'zlodej', 'zločinec']"
bandurka,"['bandurka nesprávne', 'krumpľa nesprávne', 'zemiak']"
banka,['peňažný ústav term']
banket,"['hody', 'hostina', 'recepcia']"
bankovka,"['hotovosť', 'minca', 'peniaz', 'peniaze']"
bankrot,"['fiasko', 'krach', 'nezdar', 'úpadok']"
bankár,['finančník']
banovať,"['mrzieť', 'ľutovať', 'ľútiť', 'ľútostiť poeticky', 'želieť']"
banálnosť,['banalita']
banálny,"['nevýznamný', 'triviálny']"
baníctvo,"['produkcia', 'ťažba']"
baník,['haviar']
bar,"['klub', 'nočný podnik']"
barak,"['búda', 'chajda', 'chatrč']"
barbar,"['divoch', 'surovec', 'vandal']"
barbarský,['necivilizovaný']
barbarstvo,"['krutosť', 'ukrutnosť', 'zverstvo']"
barel,"['kaďa', 'sud']"
barina,"['kaluž', 'kalužina hovorovo', 'mláka']"
bariéra,['prekážka']
barometer,['tlakomer']
baránok,['jahňa']
barón,"['magnát', 'veľmož']"
basa,"['chládok', 'kriminál', 'trestnica archaizmus', 'väzenie', 'árešt', 'žalár']"
basová gitara,"['basa', 'kontrabas']"
bastard,"['kríženec', 'miešanec']"
batoh,"['noša', 'pinkeľ hovorovo', 'plecniak', 'ruksak', 'uzol hovorovo', 'vak']"
batoľa,"['bábo', 'bábätko', 'dieťatko', 'nemluvňa']"
batožina,['kufor']
batéria,['akumulátor']
baviť,"['rozveseľovať', 'tešiť', 'zabávať', 'zaujímať']"
baviť sa,"['hrať sa', 'ihrať sa', 'veseliť sa', 'zabávať sa']"
bazilika,"['cerkev', 'chrám', 'dóm', 'kaplnka', 'katedrála', 'kostol', 'modlitebňa', 'svätyňa']"
bazén,"['krytý bazén', 'plavecký bazén', 'plaváreň']"
baňa,"['jama', 'uhoľná baňa', 'šachta']"
baňatý,"['guľatý', 'klenutý', 'vydutý', 'vypuklý']"
bašta,"['opora', 'zášita']"
bažant,"['adept', 'mladý vojak', 'nováčik', 'regrút', 'ucho', 'ucháň', 'začiatočník', 'zelenáč', 'zobák']"
bažina,"['bahnisko', 'bahurina hovorovo', 'barina archaizmus', 'bažina hovorovo', 'blato', 'mokraď', 'močarina', 'močiar', 'rašelinisko', 'slatina', 'trasovisko']"
bažiť,"['dychtiť', 'hladovať', 'lačnieť', 'prahnúť', 'smädiť', 'túžiť']"
bdelosť,['ostražitosť']
bdelý,"['bedlivý', 'obozretný', 'opatrný', 'ostražitý', 'pozorný']"
bdieť,"['bedliť hovorovo', 'dbať', 'dohliadať', 'dozerať', 'dávať pozor', 'hliadkovať', 'nespať', 'pozorovať', 'strážiť']"
beatifikácia,"['blahorečenie', 'glorifikácia', 'kanonizácia', 'svätorečenie']"
bedač,"['bedári', 'chudoba', 'žobrač']"
bedlivý,"['bdelý', 'obozretný', 'opatrný', 'ostražitý', 'pozorný']"
bedliť,"['bdieť', 'bedliť hovorovo', 'dbať', 'dohliadať', 'dozerať', 'dávať pozor', 'hliadkovať', 'nespať', 'pozorovať', 'strážiť']"
bedrá,"['chrbtica', 'chrbát', 'opora']"
