word,synonyms
ídol,['ídol']
índex,"['proporció', 'raó', 'relació']"
índole,"['natura', 'naturalesa']"
ínfim,"['imperceptible', 'inapreciable', 'insignificant', 'mínim', 'minúscul', 'petit', 'trivial']"
íntim,['proper']
Óssa major,['carro']
ésser,['ser']
ésser carn i ungla,"['ésser carn i ungla figurat', 'carn']"
ésser deutor de,['deure']
ésser necessari,"['ésser qüestió', 'caldre', 'caler', 'freturar', 'haver de']"
ésser qüestió,"['ésser necessari', 'caldre', 'caler', 'freturar', 'haver de']"
òbit,"['decés', 'defunció', 'expiació', 'mort', 'trànsit', 'traspàs']"
òptim,"['millor', 'superior']"
òrbita,['conca']
òvul,"['ou', 'testicle vulgarisme', 'zigot']"
aïllar,"['apartar', 'retirar']"
aïllat,"['dispers', 'isolat']"
abaixar,['rebaixar']
abandó,"['abandonament', 'renúncia']"
abandonament,"['abandó', 'renúncia']"
abandonar,"['tallar', 'trencar']"
abandonat,['desert']
abans,"['adés', 'antany', 'anteriorment', 'antigament', 'dabans']"
abús,['excés']
abarrotar,"['acollir', 'admetre', 'carregar', 'conduir', 'dur', 'embalumar', 'estibar', 'percebre', 'portar', 'prender', 'rebre', 'recarregar', 'sobrecarregar', 'tornar', 'transmetre', 'transportar']"
abast,"['àmbit', 'esfera', 'marc']"
abastar,"['fornir', 'subministrar']"
abatre,"['destrossar', 'destruir']"
abatut,"['dèbil', 'decandit', 'decrèpit', 'defallit', 'delicat', 'desanat', 'desvalgut', 'esgotat', 'esvaït', 'extenuat', 'feble', 'fluix', 'fràgil', 'frèvol', 'macilent', 'malaltís']"
abdomen,"['abdomen cultisme', 'estómac', 'panxa', 'tripa']"
abellir,"['acceptar', 'acontentar', 'afalagar', 'agradar', 'atraure', 'complaure', 'delectar', 'encantar', 'escaure', 'plaure', 'satisfer']"
abillar-se,"['empolainarse', 'mudarse', 'vestirse']"
abisme,['infern']
ablamar,"['abrandar', 'arborar', 'atiar', 'calar foc', 'encendre', 'furgar', 'inflamar']"
abocar,['servir']
abogar,"['aixecar', 'retirar', 'suprimir']"
abominar,"['avorrir', 'detestar', 'odiar']"
abonar,"['costejar', 'liquidar', 'pagar', 'remunerar', 'retribuir', 'saldar']"
abonaré,"['bo', 'val']"
abordar,['seduir']
abraçadora,"['anella', 'argolla', 'armella', 'baula', 'estrop', 'femellot', 'fermador', 'gansalla', 'raca']"
abraçar,"['abraonar', 'acceptar', 'acollir', 'agafar', 'cenyir', 'circumdar', 'copçar', 'encerclar', 'envoltar', 'estrènyer', 'lligar', 'percebre', 'permetre', 'rodejar', 'tancar']"
abraçar,"['comprendre', 'contenir', 'incloure']"
abrandar,"['ablamar', 'arborar', 'atiar', 'calar foc', 'encendre', 'furgar', 'inflamar']"
abraonar,"['abraçar', 'acceptar', 'acollir', 'agafar', 'cenyir', 'circumdar', 'copçar', 'encerclar', 'envoltar', 'estrènyer', 'lligar', 'percebre', 'permetre', 'rodejar', 'tancar']"
abrasar,"['brasejar', 'calcinar', 'carbonitzar', 'cremar', 'encendre', 'flamejar', 'incendiar', 'incinerar']"
abric,"['recer', 'refugi']"
abrigall,"['abric', 'capa', 'capot', 'carric', 'gavardina', 'paltó', 'pardessú', 'pell', 'sobretot', 'valona']"
abril,"['adolescència', 'jovenesa', 'joventut', 'primavera']"
abrivar,"['enardir', 'encendre', 'excitar', 'incitar']"
abscència,"['carència', 'defalt', 'escassetat', 'falla', 'falta', 'incorrecció', 'inexistència', 'infracció', 'manca', 'mancança']"
abscés,['gra']
absecració,"['oració', 'pregària', 'preguera']"
absent,"['distret', 'encantat']"
absolució,"['amnistia', 'clemència', 'exculpació', 'gràcia', 'indulgència', 'indult', 'oblit', 'perdó', 'perdonança', 'remissió', 'vènia']"
absolut,['total']
absorbir,"['atreure', 'ocupar']"
absorció,['assimilació']
absurd,"['grotesc', 'ridícul']"
abundància,"['abundor', 'còpia', 'mar', 'riquesa']"
abundós,"['abundant', 'nombrós']"
abundant,['extens']
abundor,"['abundància', 'còpia', 'mar', 'riquesa']"
abusar,['explotar']
ací,['aquí']
acabament,"['cloenda', 'conclusió', 'desenllaç', 'fi', 'final', 'tancament']"
acabar,"['expirar', 'extingirse', 'morir']"
acabat,['perdut']
acabat de fer,"['flamant', 'fresc', 'recent']"
acadèmia,"['col·legi', 'escola', 'junta', 'liceu', 'reunió']"
acalorar,"['arroentar', 'caldejar', 'calefactar', 'calfar', 'encalentir', 'escalfar', 'reescalfar']"
acalorat,"['càlid', 'cald', 'caldejat', 'calent', 'escalfat', 'roent', 'tòrrid', 'xafogós']"
acaramullar,"['abarrotar', 'curullar', 'omplir', 'reblir']"
accés,"['boca', 'entrada', 'llindar', 'obertura', 'pas', 'porta', 'portal', 'portalada']"
accedir,"['acceptar', 'allerar', 'autoritzar', 'comportar', 'concedir', 'condescendir', 'consentir', 'permetre']"
accelerar,['córrer']
accelerat,"['ràpid', 'viu']"
accent,"['dialecte', 'elevació', 'entonació', 'inflexió', 'intensitat', 'llenguatge', 'parlar', 'so', 'veu']"
acceptació,['aprovació']
acceptar,['voler']
acceptat,"['amat', 'apreciat', 'benvist', 'benvolgut', 'car', 'dilecte', 'estimat', 'preat']"
accessible,"['accessible figurat', 'pla', 'senzill figurat', 'tractable figurat']"
acció,"['batalla', 'combat', 'escaramussa', 'lluita']"
accident,"['cas', 'funció']"
accidentat,"['ferit', 'lesionat']"
acerb,"['àcid', 'acetós', 'acre', 'agrós', 'agre', 'agrenc', 'avinagrat', 'ranci', 'vinagrós']"
acetós,"['àcid', 'acerb', 'acre', 'agrós', 'agre', 'agrenc', 'avinagrat', 'ranci', 'vinagrós']"
ací,['aquí']
aciençar,"['adoctrinar', 'alliçonar', 'aregar', 'educar', 'ensenyar', 'ensinistrar', 'explicar', 'formar', 'instruir', 'professar']"
aclamar,"['aplaudir figurat', 'aprovar', 'elogiar', 'encomiar', 'felicitar', 'lloar', 'ovacionar', 'victorejar']"
aclariment,"['anotació', 'comentari', 'explicació', 'glossa', 'llegenda', 'nota', 'observació']"
aclarir,['retirar']
acoblament,"['ajuntament', 'casament', 'coincidència', 'junció', 'reunió', 'unió']"
acoblar,"['ajuntar', 'associar', 'combinar', 'reunir', 'unir']"
acoblar-se,"['cobrir', 'engendrar', 'fecundar', 'muntar', 'prenyar']"
acollar,"['acoblar', 'afiliar', 'arramadar', 'associar', 'atropar', 'reunir', 'sindicar']"
acolliment,"['acull', 'rebuda', 'recepció']"
acollir,"['albergar', 'allotjar']"
acolorir,['pintar']
acomiadament,['comiat']
acomiadar,['despatxar']
acomodar,"['asseure', 'fer seure', 'posar']"
acomodat,"['adinerat', ""anar cosit d'or"", 'benestant', 'estar carregat de diners', 'milionari', 'opulent', 'ric']"
acompanyament,"['companyia', 'cort', 'seguici']"
acompanyant,['company']
acompanyar,"['conduir', 'dirigir', 'dur', 'guiar', 'menar', 'portar', 'traginar', 'transportar']"
acomplir,"['fer', 'realitzar']"
acompte,"['avançada', 'bestreta', 'bou', 'pagament anticipat']"
acondicionar,"['arranjar', 'arreglar', 'col·locar', 'disposar', 'ordenar', 'organitzar']"
aconseguir,['trobar']
aconsellar,"['anunciar', 'avisar', 'comunicar', 'fer avinent', 'notificar']"
acontentament,"['alegrament', 'alegrança', 'alegria', 'alegrois', 'emoció', 'felicitat', 'goig', 'il·lusió', 'joia', 'letícia', 'plaer']"
acontentar,"['abellir', 'acceptar', 'afalagar', 'agradar', 'atraure', 'complaure', 'delectar', 'encantar', 'escaure', 'plaure', 'satisfer']"
acorar,"['matar', 'sacrificar']"
acord,['pau']
acordar,"['convenir', 'quedar']"
acordió,"['concertina', 'harmònica', 'pandoneó']"
acostar,"['cedir', 'donar', 'lliurar', 'passar', 'traspassar']"
acostat,"['junt', 'tocantse', 'unit']"
acostumar,['soler']
acostumat,['habituat']
acotar,"['abordar', 'acostar', 'adherir', 'ajuntar', 'amorrar', 'apropar', 'aproximar', 'arrambar', 'arrimar', 'atansar', 'atracar', 'col·locar']"
acréixer,['incrementar']
acréixer-se,"['augmentar', 'créixer', 'engrandir', 'fer una estirada', 'multiplicarse']"
acre,"['àcid', 'acerb', 'acetós', 'agrós', 'agre', 'agrenc', 'avinagrat', 'ranci', 'vinagrós']"
acta,"['cànon', 'carta', 'carta atorgada', 'carta de gràcia', 'carta ordre', 'commonitori', 'constitució', 'decret', 'doctrina', 'escriptura', 'fur', 'jurisdicció', 'legislació', 'llei', 'norma', 'ordenança', 'precepte', 'regla']"
acte,['procés']
actitud,"['posició', 'postura']"
actiu,['dinàmic']
activitat,"['agitació', 'moviment']"
actor,['intèrpret']
actuació,"['interpretació', 'representació']"
actual,['present']
actualitat,['present']
actualment,"[""a hores d'ara"", 'ara', 'ara com ara', 'ara mateix', 'ara per ara', 'avui', 'immediatament', 'ja']"
actuar,"['obrar', 'operar']"
acudir,"['marxar', 'venir']"
acudit,"['broma', 'conya vulgarisme', 'estirabot', 'gràcia', 'ocurrència', 'plasenteria', 'sortida']"
acuitar,"['empaitar', 'encalçar', 'perseguir']"
acull,"['acolliment', 'rebuda', 'recepció']"
acumulació,"['col·lecció', 'conjunt']"
acumulació nuvolada,"['carregament', 'castell', 'castellera']"
acumular,"['emmagatzemar', 'ficar', 'guardar']"
acusació,"['culpa', 'culpabilitat', 'delicte', 'falta', 'incompliment', 'infracció', 'pecat']"
acusar,['processar']
adés,"['aviat', 'de seguida', 'en breu', 'prest', 'prompte']"
adéu,"['a reveure', 'adéusiau', 'comiat']"
adéu-siau,"['a reveure', 'adéu', 'comiat']"
adaptació,['versió']
adaptar,['ajustar']
adaptar-se,"['acceptar cultisme', 'conformarse', 'doblegar', 'resignar', ""sotmetre's""]"
addicionar,"['afegir', 'agregar', 'sumar']"
adelitar,"['distreure', 'divertir', 'entretenir']"
adequar,"['acomodar', 'ajustar']"
adequat,"['apropiat', 'apte', 'escaient']"
adherir,"['aferrar', 'clavar', 'empegar', 'encaixar', 'enclavar', 'encolar', 'enfornar', 'enganxar', 'introduir', 'lligar', 'plantar', 'unir', 'vincular']"
adhesió,['dedicació']
àdhuc,"['fins', 'fins i tot']"
adient,"['adequat', 'apropiat', 'bo', 'capaç', 'competent', 'convenient', 'corresponent', 'encertat', 'entès', 'escaient', 'idoni', 'indicat', 'solvent', 'versat']"
adinerat,"['acomodat', ""anar cosit d'or"", 'benestant', 'estar carregat de diners', 'milionari', 'opulent', 'ric']"
adjudicar,"['atorgar', 'concedir', 'conferir']"
admetre,"['incloure', 'integrar']"
administració,['presidència']
"administració, commandament",['govern']
administrador,['executiu']
administrar,"['curar', 'dispensar', 'tenir cura']"
admirable,"['impressionant', 'increïble', 'sorprenent']"
admiració,['reconeixement']
admirar,['sorprendre']
admissió,"['alta', 'entrada', 'ingrés']"
adob,['reparació']
adobar,"['amanir', 'assaonar', 'condimentar', 'especiar', 'preparar', 'salpebrar']"
adobat,"['cuinat', 'cuit', 'guisat']"
adoctrinar,"['acostumar', 'alliçonar', 'educar', 'ensenyar', 'ensinistrar', 'exercitar', 'formar', 'instruir', 'orientar']"
adolescència,['joventut']
adolescent,"['cadell', 'jove', 'novell']"
adonar-se,"['advertir', ""apercebre's"", 'conèixer', 'distingir', 'fixarse', 'notar', 'observar', 'percebre', 'remarcar', 'veure']"
adopció,['acceptació']
adoptar,['prendre']
adoració,"['afecció', 'afecte', 'amistat', 'amor', 'avés', 'consideració', 'desig', 'estima', 'estimació', 'inclinació', 'llei', 'predilecció', 'sentiment', 'simpatia', 'tendresa']"
adorar,"['estimar', 'voler']"
adorn,['decoració']
adornar,['decorar']
adquirir,"['desenvolupar', 'produir']"
adquisició,['assoliment']
adreça,"['destí', 'destinació', 'direcció', 'domicili', 'seti']"
adreçat,['dirigit']
adular,"['llagotejar', 'llepar figurat']"
adversari,['rival']
advertència,"['advertiment', 'consell', 'suggeriment']"
advertència,"['escarment', 'exemple', 'lliçó']"
advertiment,"['alerta', 'atenció', 'compte', 'cura', 'ei', 'ep', 'precaució']"
advertir,"['considerar', 'fixarse', 'reparar']"
advocat,"['causídic', 'conseller', 'defensor', 'intercessor', 'jurista', 'lletrat', 'mitjancer', 'procurador']"
aeròdrom,['aeroport']
aeròstat,"['baló', 'bomba', 'fanal']"
aeroplà,"['avió', 'avioneta']"
aeroport,['aeròdrom']
afí,"['ascendent', 'consanguini', 'familiar', 'parent']"
afable,"['agradable', 'suau']"
afaitar,"['afanar', 'barbejar', 'depilar', 'desvalisar', 'esquilar', 'furtar', 'pelar', 'rampinyar', 'rapar', 'rasurar', 'raure', 'robar']"
afalac,"['amanyac', 'amoreta', 'carícia', 'compliment', 'festa', 'moixaina', 'tendresa']"
afalagar,"['abellir', 'acceptar', 'acontentar', 'agradar', 'atraure', 'complaure', 'delectar', 'encantar', 'escaure', 'plaure', 'satisfer']"
afanar,"['afaitar', 'barbejar', 'depilar', 'desvalisar', 'esquilar', 'furtar', 'pelar', 'rampinyar', 'rapar', 'rasurar', 'raure', 'robar']"
afaneta,"['carterista', 'cleptòman', 'escurabosses', 'espanyaportes', 'espolsabutxaques', 'lladre', 'lladregot', 'lladremaner', 'pillard', 'pispa', 'rapinyador', 'rapinyaire', 'rapinyer', 'saltaparets', 'saltaterrats', 'tinyeta']"
afany,['lluita']
afanyar,"['amatinarse', 'apressarse', 'basquejarse', 'besunyar', 'procurar', 'treballar']"
afartar,"['avorrir', 'cansar', 'exhaurir', 'extenuar', 'rebentar', 'rendir', 'sufocar', 'trinxar']"
afavorir,['honrar']
afecció,"['crisi', 'dolor', 'indisposició', 'malaltia', 'malestar', 'morbositat', 'patiment', 'patologia']"
afeccionar-se,"['afectarse', 'casarse', 'inclinarse', 'interessar', 'preocuparse']"
afeccionat,"['amant', 'amic', 'partidari']"
afectar,"['comptar', 'importar', 'interessar']"
afectar-se,"['afeccionarse', 'casarse', 'inclinarse', 'interessar', 'preocuparse']"
afectat,"['artificial', 'fabricat', 'fals', 'forçat']"
afecte,['simpatia']
afegir,['incorporar']
afeixugar,"['augmentar', 'carregar', 'cobrir', 'exagerar', 'farcir', 'forçar', 'guarnir', 'omplir']"
afer,"['assumpte', 'cosa']"
afermar,"['mantenir', 'ratificarse']"
aferrador,"['agafador', 'agafall', 'banyó', 'empunyadura', 'mànec', 'maneta', 'manilla', 'nansa', 'pom']"
aferrar,"['agafar', 'agarrar', 'arrabassar', 'arreplegar', 'captar', 'empomar', 'engrapar', 'enxampar', 'obtenir']"
afí,"['anàleg', 'comparable', 'consemblant', 'homogeni', 'igual', 'semblant', 'similar']"
afició,['inclinació']
"afició, gust, inclinació, preferència, tirada","['gust', 'simpatia']"
afilar,['perfeccionar']
afiliar,"['acoblar', 'acollar', 'arramadar', 'associar', 'atropar', 'reunir', 'sindicar']"
afiliar-se,"['entrar', 'ingressar']"
afinar,"['afilar', 'aflaquir', 'afuar', 'agusar', 'aprimar', 'desengruixir', 'desgruixar', 'esgruixar', 'esmolar', 'rebaixar']"
afinitat,['relació']
afirmació,"['declaració', 'manifestació']"
afirmar,"['dir', 'manifestar']"
aflaquir,"['afilar', 'afinar', 'afuar', 'agusar', 'aprimar', 'desengruixir', 'desgruixar', 'esgruixar', 'esmolar', 'rebaixar']"
afluixar,['soltar']
afrontar,['insultar']
afuar,"['afilar', 'afinar', 'aflaquir', 'agusar', 'aprimar', 'desengruixir', 'desgruixar', 'esgruixar', 'esmolar', 'rebaixar']"
agència,"['departament', 'oficina']"
agafador,"['aferrador', 'agafall', 'banyó', 'empunyadura', 'mànec', 'maneta', 'manilla', 'nansa', 'pom']"
agafall,"['aferrador', 'agafador', 'banyó', 'empunyadura', 'mànec', 'maneta', 'manilla', 'nansa', 'pom']"
agafar,"['prendre', 'treure']"
agafar un camí,"['agafar', 'anar', 'camí', 'encaminarse', 'enfilar', 'prendre', 'prendre un camí']"
agarrar,"['aferrar', 'agafar', 'arrabassar', 'arreplegar', 'captar', 'empomar', 'engrapar', 'enxampar', 'obtenir']"
agenollar-se,"['blegarse', 'doblegarse', 'ficar els genolls a terra', 'flectarse', 'prosternarse']"
agent,"['gendarme', 'guàrdia', 'inspector', 'oficial', 'policia']"
agitació,['inquietud']
agitar,['vacil·lar']
aglomeració,"['acumulació', 'apilament', 'aplegament', 'cúmul', 'col lecció', 'conjunt', 'grup', 'pila', 'recull', 'reunió', 'suma', 'unió']"
aglomerat,"['barreja', 'conglomerat', 'conjunt', 'massa', 'mola', 'munt', 'pasta', 'pastac', 'pila']"
agosarat,['valent']
agost,"['arreplega', 'collita', 'esplet', ""fer l'agost"", 'recol·lecció', 'sega', 'verema']"
agrícola,['agrari']
agrós,"['àcid', 'acerb', 'acetós', 'acre', 'agre', 'agrenc', 'avinagrat', 'ranci', 'vinagrós']"
agradable,['grat']
"agradable, amable, afable, cordial, xamòs",['simpàtic']
agradar,"['gaudir', 'plaure']"
agrair,"['apreciar', 'correspondre', 'donar gràcies', 'estar obligat', 'estimar', 'reconèixer', 'regraciar', 'valorar']"
agranadures,"['brossa', 'deixalles', 'escombralls', 'escombraries', 'escombrim', 'fems']"
agranar,['escombrar']
agraner,"['baleja', 'escombra', 'granera']"
agrari,['agrícola']
agre,['ranci']
agredir,"['assaltar', 'atacar', 'atemptar', 'brocar', 'carregar', 'contraatacar', 'envestir', 'escometre']"
agregar,['combinar']
agrenc,"['àcid', 'acerb', 'acetós', 'acre', 'agrós', 'agre', 'avinagrat', 'ranci', 'vinagrós']"
agressió,"['arremesa', 'assalt', 'atac', 'atemptat', 'contraatac', 'envestida', 'escomesa', 'escometiment', 'ofensiva']"
agressiu,['ambiciós']
agreujar,['recaure']
agrunsar,"['balançar', 'balancejar', 'balandrejar', 'baldar', 'bascular', 'brandar', 'bransolejar', 'bressar', 'capcinejar', 'gronxar', 'gronxejar', 'oscil·lar', 'trontollar']"
agrupació,"['col·lectiu', 'grup']"
agrupació,"['associació', 'corporació', 'entitat', 'societat']"
agrupar,['embolicar']
aguaitar,"['contemplar', 'emmirallar', 'esguardar', 'espiar', 'examinar', 'fitar', 'guaitar', 'mirar', 'observar', 'sotjar', 'vigilar']"
aguantar,"['sostenir', 'subjectar']"
agudell,"['agulla', 'cim', 'cresta', 'pic', 'pollegó', 'tuc']"
agudesa,"['agudesa figurat', 'gràcia figurat', 'picantor figurat', 'sal figurat']"
agulla,"['agudell', 'cim', 'cresta', 'pic', 'pollegó', 'tuc']"
agulló,"['agudell', 'agulla', 'busca', 'fíbló', 'fíbula', 'fible', 'maneta', 'minuter', 'pua', 'punxa', 'punxó', 'sageta']"
agullonar,"['fiblar', 'picar', 'punxar']"
agusar,"['afilar', 'afinar', 'aflaquir', 'afuar', 'aprimar', 'desengruixir', 'desgruixar', 'esgruixar', 'esmolar', 'rebaixar']"
agut,['sever']
ahir,['anit']
aigüera,"['fregador', 'fregadora', 'obri', 'pica', 'tina']"
aiguada,"['aiguat', 'pluja', 'terrabastada']"
aiguaneix,"['broll', 'brollador', 'deu', 'font', 'fontana', 'hidrofilaci', 'naixement', 'sortidor']"
aiguat,"['aiguada', 'pluja', 'terrabastada']"
aïllat,"['clos', 'isolat', 'obstruït', 'tancat']"
aire,"['brisa', 'gisca', 'torb', 'vent', 'ventada']"
aital,"[""d'aquesta mena"", 'tal']"
així,"[""d'aquesta manera""]"
així que,"['doncs', 'per tant']"
això,['aquesta cosa']
aixafar,"['comprimir', 'emplastrar', 'follar', 'laminar', 'masegar', 'premsar', 'trepitjar', 'xafar']"
aixecador,['cassola']
aixecar,"['amotinar', 'avalotar', 'insurreccionar']"
aixecar la camisa,"['aixecar', 'aixecar la camisa figurat', 'camisa', 'decebre', 'embacinar', 'enganyar', 'enredar', 'ensarronar', 'ensibornar', 'entabanar', 'estafar', 'fotre vulgarisme', 'guarnir', 'mistificar']"
aixeta,"['boca', 'broc', 'canó', 'canella', 'clau de pas', 'raig', 'vàlvula']"
aixopluc,"['cobert', 'defensa', 'porxo', 'recés', 'recer', 'sopluig', 'sostre']"
ajagut,"['estès', 'estirat']"
ajeure's,"['caure', 'desviarse', 'inclinarse', 'tombarse']"
ajornalar,"['assoldar', 'contractar', 'llogar']"
ajornar,"['atardar', 'demorar', 'endarrerir', 'perllongar', 'posposar', 'prorrogar', 'retardar', 'sobreseure']"
ajuda,['suport']
ajudant,"['assistent', 'auxiliar', 'còmplice', 'coadjuntor', 'col·laborador', 'cooperador', 'secretari', 'subaltern']"
ajudar,"['assistir', 'auxiliar', 'socórrer']"
ajuntament,"['casa de la vila', 'comú', 'consistori', 'municipi']"
ajuntar,['recollir']
ajustar,"['estirar', 'tibar']"
ajustar-se,"['acoblar', 'ajuntar', 'aparellar', 'avenirse', 'casar', 'col·locar', 'compaginarse', 'concordar', 'consonar', 'emparentar', 'encaixar', 'enllaçar', 'harmonitzar', 'lligar amb', 'quadrar', 'relacionar', 'unir']"
ajusticiar,"['assassinar', 'calaix portar al [verb]', 'executar', 'exterminar', 'matar']"
ajut,"['defensa', 'defensió', 'protecció', 'salvaguarda', 'suport']"
al cap de,"['arran', 'després', 'en acabat', 'en segon lloc', 'més enllà', 'més tard', 'posteriorment']"
ala,"['ràfec', 'visera']"
alè,['respiració']
al·legació,"['al·legat', 'defensa', 'fonamentació']"
al·legar,"['afirmar', 'declarar']"
al·legat,"['al·legació', 'defensa', 'fonamentació']"
al·lucinant,"['apassionant', 'captivant', 'curiós', 'embriagant', 'engrescador', 'entusiasmador', 'excitant', 'interessant', 'intrigant', 'palpitant', 'suggestiu']"
al·ludir,['tocar']
alçar,"['aparellar', 'bastir', 'construir', 'edificar']"
alabar,"['aplaudir', 'celebrar', 'elogiar', 'enaltir', 'encarir', 'encomiar', 'exalçar', 'gabar', 'lloar', 'ponderar']"
alabarda,"['asta', 'llança', 'llanceta', 'partisana', 'pica']"
alarmant,"['crític', 'greu', 'perillós', 'seriós', 'sever']"
alarmar,"['horroritzar', 'sobresaltar']"
alb,"['alb cultisme', 'albí', 'blanc', 'blanquinós', 'canós', 'caucàsic', 'nivi cultisme']"
alba,['matinada']
albí,"['alb cultisme', 'blanc', 'blanquinós', 'canós', 'caucàsic', 'nivi cultisme']"
alberg,"['albergueria', 'fonda', 'hostal', 'hotel', 'pensió', 'posada']"
albergar,['residir']
albergueria,"['alberg', 'fonda', 'hostal', 'hotel', 'pensió', 'posada']"
albir,"['arbitri', 'criteri', 'entendre', 'judici', 'jutjament', 'opinió', 'parer']"
albirar,['entreveure']
àlbum,['disc']
alcàsser,"['casa senyorívola', 'casa senyorial', 'castell', 'fort', 'fortalesa', 'fortificació', 'palau', 'torre']"
alcaid,"['burgravi', 'castellà', 'governador', 'senyor', 'sobirà']"
alcalde,"['batlle', 'burgmestre']"
alcaldessa,['batllessa']
alcandora,"['brusa', 'camisa', 'camisola', 'cassot', 'xambra']"
alcohol,['esperit de vi']
alcova,"['dormitori', 'habitació']"
alegrament,"['acontentament', 'alegrança', 'alegria', 'alegrois', 'emoció', 'felicitat', 'goig', 'il·lusió', 'joia', 'letícia', 'plaer']"
alegrança,"['acontentament', 'alegrament', 'alegria', 'alegrois', 'emoció', 'felicitat', 'goig', 'il·lusió', 'joia', 'letícia', 'plaer']"
alegrar,"['agradar', 'animar', 'delectar cultisme', 'divertir', 'enamorar', 'encegar', 'enllaminir', 'entusiasmar', 'escalfar', 'excitar', 'plaure', 'refocil·lar', 'seduir']"
alegrar-se,"['celebrar', 'congratularse', 'gaubarse']"
alegre,['divertit']
alegria,['vida']
alegrois,"['acontentament', 'alegrament', 'alegrança', 'alegria', 'emoció', 'felicitat', 'goig', 'il·lusió', 'joia', 'letícia', 'plaer']"
alemany,"['germànic', 'teutó', 'tudesc']"
alenar,"['anhelar', 'respirar', 'ruflar']"
alentir,"['aturar', 'frenar']"
aleró,"['èlitre', 'ala', 'aleta', 'rems']"
alerta,"['advertiment', 'atenció', 'compte', 'cura', 'ei', 'ep', 'precaució']"
aleshores,['llavors']
aleta,"['èlitre', 'ala', 'aleró', 'rems']"
algun,['cap']
aliè,"['estranger', 'estrany', 'foraster']"
aliança,['coalició']
aliment,['menjar']
alimentació,"['dieta', 'règim']"
alimentar,['sustentar']
allà,"['allí', 'dellà', 'enllà', 'enllanet', 'lla']"
allí,"['allà', 'dellà', 'enllà', 'enllanet', 'lla']"
allargar,['prolongar']
allargassat,"['allargat', 'allongat', 'estirat', 'llarg', 'llargarut', 'llarguer', 'llong', 'longitudinal', 'oblong', 'perllongat']"
allargat,"['allargassat', 'allongat', 'estirat', 'llarg', 'llargarut', 'llarguer', 'llong', 'longitudinal', 'oblong', 'perllongat']"
allerar,"['accedir', 'acceptar', 'autoritzar', 'comportar', 'concedir', 'condescendir', 'consentir', 'permetre']"
alletar,"['alimentar', 'augmentar', 'criar', 'nodrir']"
alleugeriment,"['assossec', 'tranquil·litat']"
alleujar,"['calmar', 'dissipar', 'tranquil·litzar']"
allevar,"['acusar figurat', 'allevar figurat', 'aposar figurat', 'imputar figurat', 'penjar']"
alliçonar,"['blasmar', 'cantar les quaranta', 'clavar crits', 'donar una repulsa', 'esbroncar', 'escridassar', 'estirar les orelles', 'renyar', 'reprendre', 'sabatejar']"
alliberar,['rescatar']
