word,synonyms
aberration,"['afbøjning', 'afdrift', 'afvigelse', 'brydning', 'deklination', 'deviation', 'divergens', 'excentricitet', 'forskel', 'fraktion', 'misvisning', 'parallakse', 'refraktion']"
abeskøn,['skæppeskøn']
abetræ,['nåletræ overkategori']
abild,['æbletræ']
abildgård,"['frugthave', 'have']"
abitur,['studentereksamen']
abnorm,"['unormal', 'sygelig']"
abnormitet,"['afvigelse', 'anomali', 'misdannelse']"
abonnent,"['abonnine', 'holder', 'subskribent']"
abonnere,"['forudbestille', 'holde', 'subskribere']"
abonnine,"['abonnent', 'holder', 'subskribent']"
aboriginer,['individ overkategori']
aborre,['pigfinnefisk overkategori']
abort,"['svangerskabsafbrydelse', 'abortus provocatus']"
abortiv,"['fejlslagen', 'forfejlet', 'mislykket']"
abracadabra,"['hokus pokus', 'trylleri']"
abrahams skød,"['el dorado', 'paradis', 'ShangriLa', 'Xanadu']"
abrupt,"['pludselig', 'uforudset']"
ABS-bremser,['bremsesystem overkategori']
absces,['byld']
absence,['forstyrrelse overkategori']
absentere,['fjerne overkategori']
absentere sig,"['blive væk', 'fjerne sig', 'forsvinde', 'rømme', 'trække sig']"
absolut,"['fuldstændig', 'total']"
absoluthed,['vilje overkategori']
absolution,"['aflad', 'afløsning', 'amnesti', 'benådning', 'forladelse', 'pardon', 'syndsforladelse', 'tilgivelse', 'undskyldning']"
absolutisme,"['autokrati', 'despoti', 'eneherredømme', 'enevælde', 'monarki', 'suverænitet', 'tyrrani']"
absolutistisk,"['diktator', 'enehersker', 'enevældig']"
absorbere,"['assimilere', 'drikke', 'indoptage', 'indsuge', 'indtage', 'opsuge', 'optage', 'optage i', 'resorbere']"
absorbering,"['absorption', 'opsugning', 'resorption']"
absorption,['absorbering']
abstinens,['abstinenssymptom']
abstinent,['afholdende']
abstinere,"['forsømme', 'undlade']"
abstract,"['resumé', 'synopsis']"
abstrahere,"['fraregne', 'negligere', 'se bort fra', 'undtage']"
abstrakt,"['begrebsmæssig', 'idémæssig', 'konceptuel', 'tænkt daglig tale']"
abstraktion,"['bortse fra', 'aktiv underbegreb', 'arbejdsom underbegreb', 'flittig underbegreb', 'foretagsom underbegreb', 'handlekraftig underbegreb', 'ihærdig underbegreb', 'stræbsom underbegreb', 'travl underbegreb']"
abstrus,"['gådefuld', 'hemmelig', 'mystisk', 'okkult']"
absurd,"['fornuftstridigt', 'forrykt', 'meningsløs', 'uden mening']"
abyssinier,['kat overkategori']
accelerando,['tiltagende']
acceleratorkort,['accelerator']
accelerere,"['give gas', 'speede op', 'sætte farten op', 'øge hastigheden']"
accent,['skrifttegn overkategori']
accent aigu,"['accent', 'accent grave', 'apostrof', 'cedille', 'cirkumfleks', 'hacek', 'tilde', 'trema']"
accent grave,"['accent', 'accent aigu', 'apostrof', 'cedille', 'cirkumfleks', 'hacek', 'tilde', 'trema']"
accentuation,"['accent', 'accentuering', 'betoning', 'diktion', 'tonefald', 'tryk', 'udtale']"
accentuere,"['betone', 'fremhæve', 'give betoning', 'lægge betoning på']"
accentuering,"['accent', 'accentuation', 'betoning', 'diktion', 'tonefald', 'tryk', 'udtale']"
accept,['handling overkategori']
acceptabel,['antagelig']
acceptere,['mene overkategori']
acces,['mulighed overkategori']
accession,"['hausse', 'stigning']"
accessoirer,['accessories']
accessorisk,['uvæsentlig']
accidenser,"['ben', 'bifortjeneste', 'ekstraindtægt', 'sidegevindst']"
accise,"['afgift', 'told']"
accoucheur,['fødselshjælper']
account manager,"['agent', 'rejsende', 'sælger']"
acetaldehyd,['væde overkategori']
acetatrayon,"['acetatsilke', 'kunstsilke', 'rayon']"
acetatsilke,"['acetatrayon', 'kunstsilke', 'rayon']"
acetone,['væde overkategori']
acetylen,['luftart overkategori']
acid,['dansemusik overkategori']
acidofilus,['Lactobacillus acidophilus']
acta,"['akt', 'aktstykke', 'dokument', 'retsdokument', 'skriftstykke']"
ad,"['føj', 'bvadr']"
ad acta,"['arkivere', 'henlægge', 'skrinlægge', 'sylte']"
ad hoc,"['forbigående', 'foreløbig', 'interim', 'interimistisk', 'midlertidig', 'provisorisk', 'temporal', 'temporær']"
ad hoc-udvalg,"['komité', 'kommission', 'samarbejdsudvalg', 'udvalg', 'selektion underbegreb', 'sortiment underbegreb', 'udvalg underbegreb']"
ad infinitum,"['altid', 'derudad', 'evig', 'evindelig', 'fortsat', 'i et væk', 'konstant', 'kontinuerlig', 'stadigvæk', 'uafbrudt', 'uden afladelse', 'varig', 'vedvarende']"
ad kalendas græcas,"['aldrig', 'aldrig i evighed', 'aldrig i livet', 'aldrig i verden', 'aldrig nogen sinde', 'ikke på noget tidspunkt', 'ingen sinde', 'ingen stund', 'ingen tid']"
ad libitum,"['a capriccio', 'efter behag', 'efter forgodtbefindende', 'forgodtbefindende']"
ad modum,"['a la', 'det samme som', 'i lighed med', 'i smag med', 'lig', 'ligesom', 'på linje med', 'som', 'tilsvarende']"
ad notam,"['efterkomme', 'til efterretning']"
ad omveje,"['andenhånds', 'indirekte', 'middelbart', 'på anden hånd', 'sekundær']"
ad usum delphini,"['beskære', 'forkorte', 'korte af', 'skære af']"
ad vivum,['efter levende model']
ad-,"['til', 'ved']"
adagio,"['dorsk', 'dvask', 'gumpetung', 'langsom', 'træg']"
adam,"['fyr', 'herre', 'hersker', 'husbond', 'husfader', 'mand', 'mandsperson', 'overhoved']"
adamskostume,"['adamskostume daglig tale', 'afdækket', 'afklædt', 'blottet', 'nøgen', 'ubedækket', 'udækket', 'upåklædt', 'utilsløret']"
adamskostyme,"['afdækket', 'afklædt', 'nøgen']"
adaptation,"['tilpasning', 'tilpasning']"
adapter,"['mellemstykke', 'omformer', 'tilpasningsstykke']"
adaptere,['tilpasse']
addenda,"['anneks', 'appendiks', 'bilag', 'følgebrev', 'supplement', 'tilføjelse', 'tillæg']"
addere,"['fusionere', 'lægge sammen', 'lægge til', 'opsummere', 'plusse', 'regne sammen', 'sammenlægge', 'sammenregne', 'sammentælle', 'summe op', 'summere op', 'tælle sammen']"
addering,['addition']
addikt,['hengive sig til']
additiv,"['iblanding', 'indslag', 'islæt', 'tilsætning']"
adel,['samfundsklasse overkategori']
adelbåren,"['adel', 'adelig', 'adelskab', 'adelstand', 'aristokrati', 'fornem', 'højættet', 'lavadelig', 'nobilitet', 'ridderskab', 'ædelbyrdig', 'ædelbåren', 'ætstor', 'baron underbegreb', 'friherre underbegreb', 'fyrste underbegreb', 'grande underbegreb', 'greve underbegreb', 'herremand underbegreb', 'hertug underbegreb', 'hidalgo underbegreb', 'jarl underbegreb', 'junker underbegreb', 'kejser underbegreb', 'konge underbegreb', 'lensgreve underbegreb', 'lord underbegreb', 'markis underbegreb', 'shah underbegreb', 'beumonde underbegreb', 'borgerskab underbegreb', 'bourgeoisi underbegreb', 'de rige underbegreb', 'jetset underbegreb', 'optimater pluralis underbegreb', 'overklasse underbegreb', 'plutokrati underbegreb', 'societet underbegreb']"
adelig,"['adel', 'adelbåren', 'adelskab', 'adelstand', 'aristokrati', 'fornem', 'højættet', 'lavadelig', 'nobilitet', 'ridderskab', 'ædelbyrdig', 'ædelbåren', 'ætstor', 'baron underbegreb', 'friherre underbegreb', 'fyrste underbegreb', 'grande underbegreb', 'greve underbegreb', 'herremand underbegreb', 'hertug underbegreb', 'hidalgo underbegreb', 'jarl underbegreb', 'junker underbegreb', 'kejser underbegreb', 'konge underbegreb', 'lensgreve underbegreb', 'lord underbegreb', 'markis underbegreb', 'shah underbegreb', 'beumonde underbegreb', 'borgerskab underbegreb', 'bourgeoisi underbegreb', 'de rige underbegreb', 'jetset underbegreb', 'optimater pluralis underbegreb', 'overklasse underbegreb', 'plutokrati underbegreb', 'societet underbegreb']"
adelsdame,"['fyrstinde', 'hertuginde', 'storfyrstinde', 'storhertuginde', 'zarina', 'ærkehertuginde']"
adelsfrue,"['adelsdame', 'adelsfrøken']"
adelsfrøken,"['adelsdame', 'adelsfrue']"
adelskab,"['adel', 'adelbåren', 'adelig', 'adelstand', 'aristokrati', 'fornem', 'højættet', 'lavadelig', 'nobilitet', 'ridderskab', 'ædelbyrdig', 'ædelbåren', 'ætstor', 'baron underbegreb', 'friherre underbegreb', 'fyrste underbegreb', 'grande underbegreb', 'greve underbegreb', 'herremand underbegreb', 'hertug underbegreb', 'hidalgo underbegreb', 'jarl underbegreb', 'junker underbegreb', 'kejser underbegreb', 'konge underbegreb', 'lensgreve underbegreb', 'lord underbegreb', 'markis underbegreb', 'shah underbegreb', 'beumonde underbegreb', 'borgerskab underbegreb', 'bourgeoisi underbegreb', 'de rige underbegreb', 'jetset underbegreb', 'optimater pluralis underbegreb', 'overklasse underbegreb', 'plutokrati underbegreb', 'societet underbegreb']"
adelskalender,['fortegnelse overkategori']
adelsmand,"['fyrste', 'hersker', 'majestæt', 'rajah', 'regent', 'storfyrste', 'storhertug', 'zar', 'ærkehertug']"
adelsmærke,"['kendetegn', 'skjold', 'symbol', 'våbenmærke', 'våbenskjold']"
adelspatent,['dokument overkategori']
adelstand,"['adel', 'adelbåren', 'adelig', 'adelskab', 'aristokrati', 'fornem', 'højættet', 'lavadelig', 'nobilitet', 'ridderskab', 'ædelbyrdig', 'ædelbåren', 'ætstor', 'baron underbegreb', 'friherre underbegreb', 'fyrste underbegreb', 'grande underbegreb', 'greve underbegreb', 'herremand underbegreb', 'hertug underbegreb', 'hidalgo underbegreb', 'jarl underbegreb', 'junker underbegreb', 'kejser underbegreb', 'konge underbegreb', 'lensgreve underbegreb', 'lord underbegreb', 'markis underbegreb', 'shah underbegreb', 'beumonde underbegreb', 'borgerskab underbegreb', 'bourgeoisi underbegreb', 'de rige underbegreb', 'jetset underbegreb', 'optimater pluralis underbegreb', 'overklasse underbegreb', 'plutokrati underbegreb', 'societet underbegreb']"
adept,"['alkymist', 'guldmager']"
adfærd,['vane underkategori']
adfærd,"['adfærdsmønster', 'fremfærd', 'fremtræden', 'færd', 'handlemåde', 'opførsel', 'optræden', 'vandel', 'væremåde']"
adfærdsforstyrret,"['adfærdsvanskelig', 'fræk', 'uopdragen']"
adfærdsmønster,"['adfærd', 'fremfærd', 'fremtræden', 'færd', 'handlemåde', 'opførsel', 'optræden', 'vandel', 'væremåde']"
adfærdspsykologi,"['behaviorisme', 'dybdepsykologi', 'menneskekundskab', 'psykologi', 'sjælesorg']"
adfærdsvanskelig,"['adfærdsforstyrret', 'fræk', 'uopdragen']"
adgang,"['begynde', 'logge på', 'lukke op', 'låse op', 'oplukke', 'tage hul på', 'åbne']"
adgangsbegrænsning,['adgangsregulering']
adgangsbetingelse,['adgangskrav']
adgangsbillet,"['adgangskort', 'adgangstegn', 'billet', 'passerseddel']"
adgangsformene,"['afvise', 'bortvise', 'forbyde']"
adgangskode,['password']
adgangskort,"['adgangsbillet', 'adgangstegn', 'billet', 'passerseddel']"
adgangstegn,"['adgangsbillet', 'adgangskort', 'billet', 'passerseddel']"
adhærere,"['klinke', 'klistre', 'klæbe', 'lime']"
adhæsiv,"['fedtet', 'gummieret', 'klistret', 'klæbrigt', 'klæg', 'vedhængende']"
adiafora,"['ligegyldig', 'neutral', 'uhildet']"
adipøs,"['bred', 'buttet', 'fed', 'fyldig', 'kraftig', 'overvægtig', 'rund', 'stor', 'tyk']"
adjektiv,['ord overkategori']
adjektivisk,['tillægsagtig']
adjudant,"['befalingsmand', 'hjælper', 'medhjælper', 'officer', 'sekretær']"
adjungere,"['anbringe', 'ansætte', 'antage', 'beskikke', 'engagere juridisk', 'fastansætte', 'forhyre', 'fæste', 'hyre', 'indpacere', 'knytte til', 'konstituere', 'mønstre', 'påmønstre', 'tilknytte']"
adjunkt,"['lærer', 'mentor', 'underviser', 'vejleder']"
adjø,"['byebye', 'farvel', 'godnat', 'hej']"
adjø,['farvel']
adkomst,['ret']
adle,['forædle']
adlyde,"['danse efter ens pibe', 'høre efter', 'lystre', 'makke ret', 'parere ordre']"
administration,['forvaltning']
administrativ,"['forvaltningsmæssig', 'organisatorisk']"
administrator,"['bestyrer', 'formynder', 'forretningsfører', 'forvalter', 'kurator']"
administrere,['lede overkategori']
admirabel,['imponerende']
admiral,['dagsommerfugl overkategori']
admission,"['acces', 'hoveddør', 'indgang', 'lejlighed', 'portal']"
admittere,"['give adgang', 'indlade']"
adnotation,"['anmærkning', 'antegnelse', 'antegning', 'bemærkning', 'fodnote', 'marginalnote', 'notabene', 'notat', 'note', 'notits', 'påtegnelse', 'påtegning', 'randbemærkning', 'randnote', 'skolie']"
adonis,"['billedskøn', 'skønhed']"
adoptere,"['antage', 'godkende', 'kuldlyse', 'lyse i kuld og køn', 'tage til sig']"
adorabel,"['attråværdig', 'efterspurgt', 'eftertragtet', 'i høj kurs', 'tiltrækkende']"
adressat,['individ overkategori']
adresse,['bopæl']
adressebog,['vejviser']
adresseliste,"['forsendelsesliste', 'mailingliste']"
adressere,"['henvende', 'mønte', 'rette', 'sigte', 'stile', 'tiltale']"
adræt,"['behændig', 'spændstig']"
adræt,"['agil', 'behændig', 'bevægelig', 'hurtig', 'kvik', 'lebendig', 'let på tå', 'letbenet', 'livfuld', 'livlig', 'mobil', 'rask', 'rørig', 'smidig', 'spændstig']"
adskille,['dele overkategori']
adskille sig,"['afbøje', 'afvige', 'brydes', 'bøje af', 'deklinere', 'deviere', 'differere', 'divergere', 'fjerne sig', 'fravige', 'kontrastere', 'misvise', 'skeje ud', 'skille sig ud', 'være anderledes']"
adskillelse,['adskilthed']
adskillig,"['flere', 'temmelig mange', 'en hel del']"
adsplitte,"['adsprede', 'distrahere', 'divertere', 'forlyste', 'more', 'splitte', 'underholde']"
adsprede,"['adsplitte', 'distrahere', 'divertere', 'forlyste', 'more', 'splitte', 'underholde']"
adspredelse,"['morskab', 'underholdning']"
adspredt,['åndsfraværende']
adspredthed,"['distraktion', 'åndsfraværelse']"
adspørge,"['afæske', 'interviewe', 'quizze', 'spørge', 'udspørge']"
adstadig,['sat']
adstringere,"['formindske', 'krympe', 'sammentrække', 'svinde']"
advare,['ytre overkategori']
advarsel,"['alarm', 'sirene']"
advarselsskilt,['skilt overkategori']
advarselstavle,"['færdselsskilt', 'færdselstavle', 'påbudstavle']"
adverbial,['led overkategori']
adverbialled,"['adverbial', 'adverbielt', 'biled', 'led']"
adverbielt,"['adverbial', 'adverbialled', 'biled', 'led']"
adverbium,['ord overkategori']
adversarier,"['kort', 'optegnelse']"
adversativ,['modsætning']
advis,"['bulletin', 'meddelelse', 'praj', 'tip', 'varsko', 'vink']"
advisere,"['advare', 'fraråde', 'kommunikere', 'meddele', 'orientere', 'påminde', 'rapportere', 'råde fra', 'true', 'vare', 'vare ad', 'varsko', 'varsle']"
advocatus dei,"['advocatus Diaboli', 'advokat', 'anklager', 'auditør', 'forsvarer', 'jurist', 'lommeprokurator', 'lovtrækker', 'prokurator', 'sagfører', 'skødeskriver', 'tingstud', 'vinkelskriver']"
advocatus diaboli,"['advocatus Dei', 'advokat', 'anklager', 'auditør', 'forsvarer', 'jurist', 'lommeprokurator', 'lovtrækker', 'prokurator', 'sagfører', 'skødeskriver', 'tingstud', 'vinkelskriver']"
advokat,"['aktor', 'klager', 'sagsøger']"
advokatbeskikkelse,['advokatbestalling']
advokatfirma,['firma overkategori']
advokatforretning,['firma overkategori']
advokatorisk,"['beskyttende', 'defensiv', 'forsvarende', 'forsvarsberedt']"
advokere,"['anbefale', 'argumentere', 'gå ind for', 'rekommandere', 'rose', 'slå et slag for', 'tale for', 'til talsmand for', 'tilråde']"
adækvat,"['aktuel', 'apropos', 'bekvem', 'belejlig', 'betimelig', 'dækkende', 'eklatant', 'frappant', 'fyldestgørende', 'gunstig', 'heldig', 'opportun', 'passende', 'tilpas', 'velanbragt']"
adækvat,"['dækkende', 'passende']"
ae,"['dægge', 'karessere', 'kæle for', 'kærtegne', 'pette', 'stryge']"
aerodrom,"['flyveplads', 'lufthavn']"
aerogram,['epistel overkategori']
aerolit,"['meteor', 'meteorsten']"
aeronaut,['individ overkategori']
aeroplan,"['fly', 'flyvemaskine', 'flyver']"
aerosol,"['forstøver', 'spray']"
af,"['undertiden', 'nu og da']"
af og til,"['nu og da', 'undertiden']"
af sted,"['bort', 'væk']"
af vejen,"['afsides', 'afsidesliggende', 'afsondret', 'bortgemt', 'distant', 'ensomt', 'fjerntliggende', 'forladt', 'gudsforladt', 'isoleret', 'langt borte', 'marginalt', 'menneskeforladt', 'perifert', 'væk']"
afart,"['biform', 'egenart', 'egenhed', 'ejendommelighed', 'sideform', 'slags', 'særart', 'særform', 'særpræg', 'udgave', 'variant', 'variation', 'varietet', 'version']"
afatisk,"['døvstum', 'målløs', 'stum', 'tavs']"
afbage,"['bage op', 'opbage']"
afbagning,['opbagning']
afbalancere,"['kompensere', 'opveje', 'udjævne']"
afbanke,"['afklapse', 'banke', 'piske', 'prygle', 'rise', 'slå', 'tæske']"
afbankning,['afklapsning']
afbarbere,"['afskrabe', 'barbere', 'berøve', 'shave', 'skrabe']"
afbarke,"['afflå', 'afskalle', 'afskrælle', 'flå', 'pille', 'skalle af', 'skrælle']"
afbene,['udbene']
afbenytte,"['benytte', 'bruge']"
afbestille,"['afblæse', 'afbremse', 'afbud', 'aflyse', 'afmelde', 'afsige', 'annulere', 'indstille', 'melde afbud', 'opgive', 'sende afbud', 'sige fra', 'standse']"
afbetale,"['afdrage', 'afskrive', 'amortisere', 'betale', 'betale af', 'likvidere', 'ratebetale']"
afbigt,"['bod', 'skadeserstatning', 'soning', 'straf']"
afbilde,"['affotografere', 'afmale', 'afridse', 'afskildre', 'berette', 'beskrive', 'fortælle', 'fotografere', 'fremstille', 'gengive', 'knipse', 'tage et billede']"
afbildning,"['billede', 'daguerreotypi', 'diapositiv', 'dias', 'fotografi', 'lysbillede', 'portræt', 'skilderi', 'snapshot', 'tegning']"
afbillede,"['afmale', 'afpræge', 'afridse', 'afspejling', 'aftegne', 'animere', 'billede', 'forevige', 'genbillede', 'gengive', 'male', 'portrættere', 'projicere', 'skildre', 'tegne']"
afbilledet,"['foreviget', 'vist']"
afblanke,"['afplukke', 'blanke af', 'klæde af til skindet', 'plukke', 'plyndre', 'ribbe', 'rulle', 'stjæle', 'udbytte', 'udplyndre']"
afblege,"['affarve', 'blege', 'blegne', 'falme', 'gulne']"
afblegning,['blegning']
afblomstre,"['forfalde', 'gå i frø', 'visne']"
afblænde,"['afdække', 'afskærme', 'bedække', 'belægge', 'blinde', 'blænde', 'dække', 'dække af', 'dække til', 'overdække', 'skalke', 'tildække', 'tilhylle']"
afblæse,"['afbestille', 'afbremse', 'afbud', 'aflyse', 'afmelde', 'afsige', 'annulere', 'indstille', 'melde afbud', 'opgive', 'sende afbud', 'sige fra', 'standse']"
afblæse,['blæse af']
afbremse,"['afbestille', 'afblæse', 'afbud', 'aflyse', 'afmelde', 'afsige', 'annulere', 'indstille', 'melde afbud', 'opgive', 'sende afbud', 'sige fra', 'standse']"
afbrud,"['afbrydelse', 'digression', 'hvil', 'mellemakt', 'ophold', 'pause', 'slip', 'standby', 'standsning', 'stop']"
afbrudt,"['slået fra', 'usammenhængende']"
afbryde,['handle overkategori']
afbrydelse,"['standsning', 'ophold']"
afbryder,"['elektrisk kontakt', 'kontakt', 'strømafbryder']"
afbrænde,['brænde overkategori']
afbrænder,"['flop', 'forbier', 'frustration', 'fuser', 'kiks', 'kikser', 'nederlag', 'nitte', 'skuffelse', 'svipser', 'vandgang']"
afbud,"['afbestille', 'afblæse', 'afbremse', 'aflyse', 'afmelde', 'afsige', 'annulere', 'indstille', 'melde afbud', 'opgive', 'sende afbud', 'sige fra', 'standse']"
afbygger,"['agerbruger', 'agrar', 'bonde', 'bondeknold', 'bondemand', 'godsejer', 'gårdejer', 'husmand', 'landbo', 'landmand', 'proprietær']"
afbyggergård,"['bondegård', 'gård']"
afbøde,['mildne']
afbøde,"['afhjælpe', 'afparere', 'bøde på', 'erstatte', 'genoprette', 'gøre godt', 'oprette', 'parere', 'redressere', 'reparere', 'råde bod på']"
afbøje,"['adskille sig', 'afvige', 'brydes', 'bøje af', 'deklinere', 'deviere', 'differere', 'divergere', 'fjerne sig', 'fravige', 'kontrastere', 'misvise', 'skeje ud', 'skille sig ud', 'være anderledes']"
afbøjning,"['aberration', 'afdrift', 'afvigelse', 'brydning', 'deklination', 'deviation', 'divergens', 'excentricitet', 'forskel', 'fraktion', 'misvisning', 'parallakse', 'refraktion']"
afdampe,"['affugte', 'tørre']"
afdanket,"['afjasket', 'afrakket', 'afslidt', 'aftjent', 'blankslidt', 'forjasket', 'forkrøllet', 'forrakket', 'forslidt', 'sjusket', 'skødesløs', 'sløset', 'umage', 'uordentlig', 'utilstrækkelig']"
afdele,"['inddele', 'opdele']"
afdeling,"['afsnit', 'akt', 'handling', 'optog']"
afdisputere,"['afslå', 'gendrive', 'nægte', 'vetoe']"
afdrag,['betaling overkategori']
afdrage,['betale overkategori']
afdramatisere,"['afdæmpe', 'berolige', 'dæmpe', 'moderere', 'nedtone']"
afdrift,"['aberration', 'afbøjning', 'afvigelse', 'brydning', 'deklination', 'deviation', 'divergens', 'excentricitet', 'forskel', 'fraktion', 'misvisning', 'parallakse', 'refraktion']"
afdryppe,['dryppe af']
afdække,"['afblænde', 'afskærme', 'bedække', 'belægge', 'blinde', 'blænde', 'dække', 'dække af', 'dække til', 'overdække', 'skalke', 'tildække', 'tilhylle']"
afdække,['fjerne overkategori']
afdækket,"['adamskostume daglig tale', 'afklædt', 'blottet', 'nøgen', 'ubedækket', 'udækket', 'upåklædt', 'utilsløret']"
afdæmpe,"['afdramatisere', 'berolige', 'dæmpe', 'moderere', 'nedtone']"
afdæmpe,['dæmpe']
afdæmpet,"['harmonisk', 'lydløs', 'rolig', 'stille', 'tilbagelænet', 'ubevægelig', 'uforstyrret']"
afdø,"['afgå ved døden', 'aflide', 'dø', 'fare til himmels', 'krepere daglig tale', 'stemple ud', 'stille træskoene', 'tage biletten', 'ånde ud']"
afdød,"['afleden', 'afsjælet', 'bortgangen', 'død', 'foreviget', 'hedenfaren', 'hedengangen', 'henfaren', 'højsalig', 'livløs', 'salig', 'stendød', 'tot']"
affabel,"['høflig', 'imødekommende', 'rar', 'venlig']"
affald,['mængde overkategori']
affaldsbehandling,['affaldshåndtering']
affaldsbeholder,['beholder overkategori']
affaldsbortskaffelse,"['affaldsdeponering', 'renovation']"
affaldsdeponering,"['affaldsdeponi', 'affaldsdepot']"
affaldsdepot,"['affaldsdeponering', 'affaldsdeponi']"
affaldspose,['pose overkategori']
affaldsskakt,['nedfaldsskakt']
affaldsspand,"['papirkurv', 'skarnboks', 'skarnbøtte', 'skarnkasse', 'skarnspand', 'skraldebøtte', 'skraldespand']"
affart,"['afgang', 'afmarch', 'afrejse', 'afsejling', 'bortdragen', 'bortmarch', 'bortrejse', 'opbrud', 'rejse']"
affarve,"['afblege', 'blege', 'blegne', 'falme', 'gulne']"
affatte,['formulere']
affede,"['afmagre', 'afpille', 'hentære', 'magre', 'sabe sig', 'slanke', 'spæge', 'tære', 'udhungre', 'udmagre', 'udsulte', 'udtære', 'underernære']"
affeje,['afvise overkategori']
affekt,"['bevægelse', 'emotion', 'ophidselse', 'oprør', 'paroksysme', 'rørelse', 'sindsbevægelse', 'sindsoprør', 'sindsrørelse', 'vrede']"
affektation,"['krukkeri', 'skabagtighed']"
affektbetonet,"['affektiv', 'letbevægelig']"
affekteret,"['krukket', 'skabagtig', 'krukket', 'skabagtig']"
affektion,"['at elske', 'kærlighed']"
affektionsværdi,['værdi']
affektiv,"['affektbetonet', 'letbevægelig']"
afficere,"['anfægte', 'berøre', 'genere', 'gå nær', 'gå til hjerte', 'påvirke', 'rage', 'røre', 'tvivle']"
affiche,"['annonce', 'avertissement', 'bekendtgørelse', 'inserat', 'meddelelse', 'reklame']"
affiks,"['afledningsendelse', 'endelse', 'forstavelse', 'præfiks']"
affiliere,"['assimilere', 'integrere', 'knytte sammen', 'koble sammen', 'sammenføje', 'sammenkæde', 'sammenslutte', 'sammensætte']"
affinde,['opgive overkategori']
affinde sig med,"['acceptere', 'akkviescere ved', 'anerkende', 'besinde sig på', 'bide i det sure æble', 'billige', 'bøje sig for', 'finde sig i', 'finde sig til rette med', 'forsone sig med', 'give sig tilfreds med', 'godtage', 'goutere', 'gå med til', 'indvillige i']"
affindelsessum,"['erstatning', 'surrogat']"
affinitet,['tilknytning']
